건축사법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
건축사법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
건축서비스산업 진흥법	NNP	LAW_NAME	law_master.law_name:ground_truth
건축서비스산업 진흥법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
건축서비스산업 진흥법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
고압가스 안전관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
고압가스 안전관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
고압가스 안전관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
고압가스법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고압가스법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고압가스법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
고용보험ㆍ산업재해보상보험의 보험관계 성립신고 등의 촉진을 위한 특별조치법	NNP	LAW_NAME	law_master.law_name:ground_truth
고용산재보험료징수법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고용산재보험료징수법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고용산재보험료징수법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고용산재보험신고법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
고준위 방사성폐기물 관리에 관한 특별법	NNP	LAW_NAME	law_master.law_name:ground_truth
고준위 방사성폐기물 관리에 관한 특별법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
고준위 방사성폐기물 관리위원회 직제	NNP	LAW_NAME	law_master.law_name:ground_truth
공공보건의료에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
공공보건의료에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공공보건의료에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
공동주택 분양가격의 산정 등에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공동주택 층간소음의 범위와 기준에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공동주택관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
공동주택관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공동주택관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
공사중단 장기방치 건축물의 정비 등에 관한 특별조치법	NNP	LAW_NAME	law_master.law_name:ground_truth
공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
공장 및 광업재단 저당등기 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공장 및 광업재단 저당법	NNP	LAW_NAME	law_master.law_name:ground_truth
공항소음 방지 및 소음대책지역 지원에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
공항소음 방지 및 소음대책지역 지원에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
국립장애인도서관 이용규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
국토의 계획 및 이용에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
국토의 계획 및 이용에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
국토의 계획 및 이용에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
군보건의료에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
군보건의료에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
근로기준법	NNP	LAW_NAME	law_master.law_name:ground_truth
근로기준법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
근로기준법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
기계설비법	NNP	LAW_NAME	law_master.law_name:ground_truth
기계설비법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
기계설비법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
기후에너지환경부장관의 소속청장에 대한 지휘에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법	NNP	LAW_NAME	law_master.law_name:ground_truth
기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
노인복지법	NNP	LAW_NAME	law_master.law_name:ground_truth
노인복지법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
노인복지법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
노인ㆍ장애인 등 사회복지시설의 급식안전 지원에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
노인ㆍ장애인 등 사회복지시설의 급식안전 지원에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
노인ㆍ장애인 등 사회복지시설의 급식안전 지원에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
노후계획도시 정비 및 지원에 관한 특별법	NNP	LAW_NAME	law_master.law_name:ground_truth
노후계획도시 정비 및 지원에 관한 특별법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
노후계획도시 정비 및 지원에 관한 특별법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
노후계획도시정비법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
노후계획도시정비법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
노후계획도시정비법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
녹색건축 인증에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
녹색건축물 조성 지원법	NNP	LAW_NAME	law_master.law_name:ground_truth
녹색건축물 조성 지원법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
녹색건축물 조성 지원법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
농어촌 등 보건의료를 위한 특별조치법	NNP	LAW_NAME	law_master.law_name:ground_truth
농어촌 등 보건의료를 위한 특별조치법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
농어촌 등 보건의료를 위한 특별조치법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
농어촌 전기공급사업 촉진법	NNP	LAW_NAME	law_master.law_name:ground_truth
농어촌 전기공급사업 촉진법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
다중이용업소법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
다중이용업소법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
다중이용업소법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
다중이용업소의 안전관리에 관한 특별법	NNP	LAW_NAME	law_master.law_name:ground_truth
다중이용업소의 안전관리에 관한 특별법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
다중이용업소의 안전관리에 관한 특별법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
대기관리권역의 대기환경개선에 관한 특별법	NNP	LAW_NAME	law_master.law_name:ground_truth
대기관리권역의 대기환경개선에 관한 특별법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
대기관리권역의 대기환경개선에 관한 특별법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
대기환경보전법	NNP	LAW_NAME	law_master.law_name:ground_truth
대기환경보전법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
대기환경보전법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
도시가스사업법	NNP	LAW_NAME	law_master.law_name:ground_truth
도시가스사업법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
도시가스사업법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
도시계획시설규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
도시ㆍ군계획시설의 결정ㆍ구조 및 설치기준에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
물환경보전법	NNP	LAW_NAME	law_master.law_name:ground_truth
물환경보전법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
물환경보전법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
발달장애인 권리보장 및 지원에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
발달장애인 권리보장 및 지원에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
발달장애인 권리보장 및 지원에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
방사성폐기물 관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
방사성폐기물 관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
방사성폐기물 관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
방송통신설비의 기술기준에 관한 규정	NNP	LAW_NAME	law_master.law_name:ground_truth
법원 청사 건축설계 심사에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
법원청사건축심의위원회규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
보건복지부 소관 비상대비에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지공동모금회법	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지공동모금회법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지법인 및 사회복지시설 재무ㆍ회계 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지사 등의 처우 및 지위 향상을 위한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지사 등의 처우 및 지위 향상을 위한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지사업법	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지사업법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
사회복지사업법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
사회재난 구호 및 복구 비용 부담기준 등에 관한 규정	NNP	LAW_NAME	law_master.law_name:ground_truth
산림재난방지법	NNP	LAW_NAME	law_master.law_name:ground_truth
산림재난방지법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
산림재난방지법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
산업안전보건기준에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
산업안전보건법	NNP	LAW_NAME	law_master.law_name:ground_truth
산업안전보건법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
산업안전보건법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
산업재해보상보험법	NNP	LAW_NAME	law_master.law_name:ground_truth
산업재해보상보험법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
산업재해보상보험법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
산업집적활성화 및 공장설립에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
산업집적활성화 및 공장설립에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
산업집적활성화 및 공장설립에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
산재보험법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
석면안전관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
석면안전관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
석면안전관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
석면피해구제법	NNP	LAW_NAME	law_master.law_name:ground_truth
석면피해구제법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
석면피해구제법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
소방기본법	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설 설치 및 관리에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설 설치 및 관리에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설 설치 및 관리에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설공사업법	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설공사업법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설공사업법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
소방시설법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
소방시설법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
소방시설법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
소음ㆍ진동관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
소음ㆍ진동관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
소음ㆍ진동관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
수도법	NNP	LAW_NAME	law_master.law_name:ground_truth
수도법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
수도법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
수도용 자재와 제품의 위생안전기준 인증 등에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기 안전관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기 안전관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기 안전관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
승강기법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
승강기법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
승강기산업 진흥법	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기산업 진흥법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
승강기산업 진흥법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
시설물안전법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
시설물안전법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
시설물의 안전 및 유지관리에 관한 특별법	NNP	LAW_NAME	law_master.law_name:ground_truth
시설물의 안전 및 유지관리에 관한 특별법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
시설물의 안전 및 유지관리에 관한 특별법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
식품안전기본법	NNP	LAW_NAME	law_master.law_name:ground_truth
식품안전기본법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법	NNP	LAW_NAME	law_master.law_name:ground_truth
신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
신재생에너지법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
신재생에너지법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
신재생에너지법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
실내공기질 관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
실내공기질 관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
실내공기질 관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
실내공기질법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
실내공기질법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
실내공기질법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
악취방지법	NNP	LAW_NAME	law_master.law_name:ground_truth
악취방지법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
악취방지법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
액화석유가스법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
액화석유가스법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
액화석유가스법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
액화석유가스의 안전관리 및 사업법	NNP	LAW_NAME	law_master.law_name:ground_truth
액화석유가스의 안전관리 및 사업법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
액화석유가스의 안전관리 및 사업법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
어린이놀이시설 안전관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
어린이놀이시설 안전관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
어린이놀이시설 안전관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
에너지이용 합리화법	NNP	LAW_NAME	law_master.law_name:ground_truth
에너지이용 합리화법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
에너지이용 합리화법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
위험물관리법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
위험물안전관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
위험물안전관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
위험물안전관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
응급의료에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
응급의료에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
응급의료에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기 유통 및 판매질서 유지에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기법	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기산업 육성 및 혁신의료기기 지원법	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기산업 육성 및 혁신의료기기 지원법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
의료기기산업 육성 및 혁신의료기기 지원법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
의료법	NNP	LAW_NAME	law_master.law_name:ground_truth
의료법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
의료법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
자연재난 구호 및 복구 비용 부담기준 등에 관한 규정	NNP	LAW_NAME	law_master.law_name:ground_truth
자연재난 구호 및 복구 비용 부담기준 등에 관한 규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
잔류성물질법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
잔류성물질법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
잔류성물질법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
잔류성오염물질 관리법	NNP	LAW_NAME	law_master.law_name:ground_truth
잔류성오염물질 관리법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
잔류성오염물질 관리법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 건강권 및 의료접근성 보장에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 건강권 및 의료접근성 보장에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 건강권 및 의료접근성 보장에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 등에 대한 특수교육법	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 등에 대한 특수교육법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인 등에 대한 특수교육법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인고용촉진 및 직업재활법	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인고용촉진 및 직업재활법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인고용촉진 및 직업재활법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인기업활동 촉진법	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인기업활동 촉진법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인복지법	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인복지법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인복지법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인연금법	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인연금법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인연금법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인차별금지 및 권리구제 등에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인차별금지 및 권리구제 등에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인활동 지원에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인활동 지원에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인활동 지원에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ고령자 등 주거약자 지원에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ고령자 등 주거약자 지원에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ고령자 등 주거약자 지원에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인 등을 위한 보조기기 지원 및 활용촉진에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인 등을 위한 보조기기 지원 및 활용촉진에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인 등을 위한 보조기기 지원 및 활용촉진에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
재건축초과이익 환수에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
재건축초과이익 환수에 관한 법률 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
재건축초과이익 환수에 관한 법률 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
재난 및 안전관리 기본법	NNP	LAW_NAME	law_master.law_name:ground_truth
재난 및 안전관리 기본법 시행규칙	NNP	LAW_NAME	law_master.law_name:ground_truth
재난 및 안전관리 기본법 시행령	NNP	LAW_NAME	law_master.law_name:ground_truth
재난관리자원법	NNP	LAW_NAME	law_master.law_name_short:ground_truth
재난관리자원법 시행규칙	NNP	LAW_NAME	law_master.law_name_short:ground_truth
재난관리자원법 시행령	NNP	LAW_NAME	law_master.law_name_short:ground_truth
재난관리자원의 관리 등에 관한 법률	NNP	LAW_NAME	law_master.law_name:ground_truth
