review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch	source_name_normalized	source_path_normalized	batch_no
16f55e54ad7e26cadc227b0281edeb4ba92825e00f54f4b4318bbfe3322bc11c	78b434ca0fc713e089c1e63faf7f01fc5cbac9be97a5a0d9d8482418792a3c6d	교량 및 도로	안전가시설작업	개구부	교량 및 도로 > 안전가시설작업 > 개구부	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	개구부	교량 및 도로 > 안전가시설작업 > 개구부	B01
1722bbb30fdaa4f50ee52fa1b21814cbacef758a17657caa020062544f4d9e23	3c9afd24913e114514da195cf6444d90787d9b1526dfe6d8f401363e7258d6a8	교량 및 도로	슬립폼작업	슬립 폼(슬라이딩 폼) 인양	교량 및 도로 > 슬립폼작업 > 슬립 폼(슬라이딩 폼) 인양	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	슬립 폼(슬라이딩 폼) 인양	교량 및 도로 > 슬립폼작업 > 슬립 폼(슬라이딩 폼) 인양	B01
173a4f89a90004758fabbf54225b93c066ed27e0216b216d8beb17f8e5b90fe0	901cb91207a35e91cdac2fd3bccf6583a48f7c073ed8dc79bca7f6fc698f4b7c	교량 및 도로	부대토목작업	부대토목 구내포장	교량 및 도로 > 부대토목작업 > 부대토목 구내포장	AMBIGUOUS			AMBIGUOUS	GENERIC_SITE_PAVING_DOES_NOT_IDENTIFY_MATERIAL_OR_PAVING_METHOD_AMONG_MULTIPLE_CANONICAL_TASKS	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	부대토목 구내포장	교량 및 도로 > 부대토목작업 > 부대토목 구내포장	B01
1869231b6d45ebe5ddc6adb9d49ad485535e04cd4bb8601c69adaa9f41be4d39	f69625a34c19ff0a83728d54a04452cdb1b4b04fdf58da8ffc5d53eac4aceedb	터널	콘크리트작업	콘크리트양생	터널 > 콘크리트작업 > 콘크리트양생	MAP_EXISTING_CANONICAL	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	SAME_CURING_TASK_SEMANTICS_AND_COMPATIBLE_CANONICAL_CONTEXT	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	콘크리트양생	터널 > 콘크리트작업 > 콘크리트양생	B01
18a00877ed7f38c56c92209b61ae684b090b637e8ce4371786d5a8e9f1d7a9bf	aa4c8b0134ef2667a2a95ae200c4ef3a04932e39129f7821c319b09612f15838	교량 및 도로	철근작업	철근가공 및 운반	교량 및 도로 > 철근작업 > 철근가공 및 운반	MAP_EXISTING_CANONICAL	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	SOURCE_AND_CANONICAL_SHARE_REBAR_PROCESSING_BUT_DIFFER_ON_TRANSPORT_VERSUS_ASSEMBLY_COMPONENT	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	철근가공 및 운반	교량 및 도로 > 철근작업 > 철근가공 및 운반	B01
19170cbeb53e9827a7e402e2b9053772b6d31f5b2060e330ca5d36da2e0a5d14	af804b488a17b2ec4da7642d45e7ab537de018710aa6965d7d522287326d78da	교량 및 도로	발파작업	발파 천공	교량 및 도로 > 발파작업 > 발파 천공	MAP_EXISTING_CANONICAL	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	BLAST_HOLE_DRILLING_IS_A_SPECIFIC_SUBACTIVITY_OF_BLASTING	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	발파 천공	교량 및 도로 > 발파작업 > 발파 천공	B01
1a55000cd7cf7c62620a924300b1270d54b99c4de04f1c61b44d62d67568ffd8	6bfbb2a76f1d34975f0393350e800983072a1be640b4a44bf145def3d948c5d1	교량 및 도로	가설전기작업	조명등	교량 및 도로 > 가설전기작업 > 조명등	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	조명등	교량 및 도로 > 가설전기작업 > 조명등	B01
23d4e04072a03aa7d9e1b898a514dad2a7c8c297288ef3a6a89cb1460aa8f68a	43784c7564410a0ec1871ff8b41104d551f6ee09eb643a75c2cd629eb8c998b4	교량 및 도로	양중기작업	곤도라	교량 및 도로 > 양중기작업 > 곤도라	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	곤도라	교량 및 도로 > 양중기작업 > 곤도라	B01
266aeb4a24faf7196b35bd0a6d33a865aa3239c07bf235b9ef20315571570315	d8e9235523a44019d116f25c9e2dd5f780707469164f40606f555b27ed12c5ed	교량 및 도로	되메움작업	되메움 토사 다짐	교량 및 도로 > 되메움작업 > 되메움 토사 다짐	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	되메움 토사 다짐	교량 및 도로 > 되메움작업 > 되메움 토사 다짐	B01
33c6fe9deb0a46b4fc01e059e8cda6615ef73521772fb043c8665f921f724e31	a2dbb2d7ab94cf648aef33afdb32b004bea08d6b7455d44c72f7e5dd6b3ce919	교량 및 도로	가설도로작업	가설도로 벌목 및 표토제거	교량 및 도로 > 가설도로작업 > 가설도로 벌목 및 표토제거	MAP_EXISTING_CANONICAL	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	COMPOSITE_SOURCE_INCLUDES_TOPSOIL_REMOVAL_BUT_ALSO_INCLUDES_TREE_CLEARING	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	가설도로 벌목 및 표토제거	교량 및 도로 > 가설도로작업 > 가설도로 벌목 및 표토제거	B01
351945a0c8bbb43220231dff06a60b2f040ac06c322dec2e58bd25be1b7268fa	2eefe143d41fac357b70f84850955ed33845878c299f2f6862a1c140f1371a1c	교량 및 도로	지장물조사 및 이설작업	지장물 되메움	교량 및 도로 > 지장물조사 및 이설작업 > 지장물 되메움	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	지장물 되메움	교량 및 도로 > 지장물조사 및 이설작업 > 지장물 되메움	B01
35574ac2d623a1bf8f9a85754833705d226df817b14144481c20aa774d8bdc02	671dcd6c9997ede5e685b234e1d1cbf9364e32c806850b641a72b4bacf1d6702	댐	콘크리트작업	콘크리트양생	댐 > 콘크리트작업 > 콘크리트양생	MAP_EXISTING_CANONICAL	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	SAME_CURING_TASK_SEMANTICS_AND_COMPATIBLE_CANONICAL_CONTEXT	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	콘크리트양생	댐 > 콘크리트작업 > 콘크리트양생	B01
35828b60eeee51002feacee769ab96296b33b562bbba22749b271082b4b91c14	35e08e3f2b7a7487336c53c07d7483b3a4337bcd3ac6e4055501bb91ba63a19d	교량 및 도로	안전가시설작업	낙하물 방지망	교량 및 도로 > 안전가시설작업 > 낙하물 방지망	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	낙하물 방지망	교량 및 도로 > 안전가시설작업 > 낙하물 방지망	B01
3bc97d5486990fc4ba0c6a8f62c5c07b5193aff52d3dfe6432d8ada298e94c8b	821f6aa390740b166a4b434f47639e50db7e9dc52445bc0ae52e4f0fbdaf3c87	교량 및 도로	위험기계기구작업	목재가공용 둥급톱	교량 및 도로 > 위험기계기구작업 > 목재가공용 둥급톱	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	목재가공용 둥급톱	교량 및 도로 > 위험기계기구작업 > 목재가공용 둥급톱	B01
3da223f86467231c51ba51bbcdc23441a367ec46e06496bf6fc2d1289ef8b6ed	4eef074aeffde5b8b5573dd0e64584f92310315277a9d99b06c4415f0232d54f	교량 및 도로	가설전기작업	이동석전기 기계기구	교량 및 도로 > 가설전기작업 > 이동석전기 기계기구	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	이동석전기 기계기구	교량 및 도로 > 가설전기작업 > 이동석전기 기계기구	B01
3ee99a4f1bacf243fac3c50a69e1dc3dde94a33b1ce45cf0e702899f26df416c	117406f2e819009f2ddab47b1f76558bb8357a553b4fed9892d713cd51954a59	교량 및 도로	강교설치작업	강교 부재 조립	교량 및 도로 > 강교설치작업 > 강교 부재 조립	MAP_EXISTING_CANONICAL	995ba818-1aac-4a5b-82cf-6e83ee485bbc	강교조립및설치	NARROWER_THAN	STEEL_BRIDGE_MEMBER_ASSEMBLY_IS_A_NARROWER_COMPONENT_OF_CANONICAL_STEEL_BRIDGE_ASSEMBLY_AND_INSTALLATION	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	강교 부재 조립	교량 및 도로 > 강교설치작업 > 강교 부재 조립	B01
4afc9f0bd14a110076178fe1ed33727875d33d73f456b16d13ed8856aae8ddba	ed5fcfed0565a57a3b7a713b84aaf18daee31db3f70256b7712138f8a69e65b5	빌딩	발파작업	발파	빌딩 > 발파작업 > 발파	AMBIGUOUS			AMBIGUOUS	SAME_LEAF_NAME_BUT_SOURCE_CONTEXT_DOES_NOT_UNIQUELY_SELECT_AMONG_MULTIPLE_BLASTING_CANONICAL_TASKS	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	발파	빌딩 > 발파작업 > 발파	B01
4b3d09746843f5b9e552999f468737c5d9bc53276db0da70e6523bf55f1dced0	74179e5d289b11be8b08c6906c38f78aa4a4425277bcc7549050127916639d80	교량 및 도로	양중기작업	리프트	교량 및 도로 > 양중기작업 > 리프트	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	리프트	교량 및 도로 > 양중기작업 > 리프트	B01
4c1cb8c6ada3af07a3d1da5296d49e3c55e1d0fb08d18dd838631265c3506b98	51774c38ff2614a66f3ccfc31914e7a8b9cf378129dc4bf15c6da28addbe13f0	교량 및 도로	슬립폼작업	슬립폼(슬라이딩 폼) 제작	교량 및 도로 > 슬립폼작업 > 슬립폼(슬라이딩 폼) 제작	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	슬립폼(슬라이딩 폼) 제작	교량 및 도로 > 슬립폼작업 > 슬립폼(슬라이딩 폼) 제작	B01
4ed232d740e13b38271caa67c53ebbda0f905c215a50bc8e537e5644e189c511	246911b38de7918628fa28af43bc677def32355c703c6db479bfef59220e8b17	교량 및 도로	거푸집작업	거푸집 동바리 인양	교량 및 도로 > 거푸집작업 > 거푸집 동바리 인양	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	거푸집 동바리 인양	교량 및 도로 > 거푸집작업 > 거푸집 동바리 인양	B01
4f9662b0343b7df259ac88c43d28f7aab4fcebc2e8fa62a77af9dfc1f6c30d9f	dcdebc3b57b27b9c35155669f6f9c81437131d77c91b144529b223b2dcefd8ce	교량 및 도로	위험기계기구작업	이동식 발전기	교량 및 도로 > 위험기계기구작업 > 이동식 발전기	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	이동식 발전기	교량 및 도로 > 위험기계기구작업 > 이동식 발전기	B01
5212b14f972aba363c855713008f8eeecd5886f7e1671d10853ec376a9f7e1d3	b9d2df01c6381b471a856bb11472b91880cd4067ad7f7da3e686dc2e39cfb6ec	교량 및 도로	안전가시설작업	가설 경사로	교량 및 도로 > 안전가시설작업 > 가설 경사로	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	가설 경사로	교량 및 도로 > 안전가시설작업 > 가설 경사로	B01
555664e7aabc2ccae967ab9ce1d550d130e7f8cfd5c55eaf498668d58d2842e4	c0edca8f389a36179400591a367c6c0328d74366b5e3d4a319790efbece6313e	지하철	콘크리트작업	콘크리트양생	지하철 > 콘크리트작업 > 콘크리트양생	MAP_EXISTING_CANONICAL	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	SAME_CURING_TASK_SEMANTICS_AND_COMPATIBLE_CANONICAL_CONTEXT	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	콘크리트양생	지하철 > 콘크리트작업 > 콘크리트양생	B01
565cfe51bb82cd1d3df3eceb8e5f397c524c6bccbfae902ab42a8a69da637c41	6f2abb0edc62bd731feba5238646f6c1aaaecb3e63a1662639c6361f6ef24106	교량 및 도로	양중기작업	타워크레인	교량 및 도로 > 양중기작업 > 타워크레인	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	타워크레인	교량 및 도로 > 양중기작업 > 타워크레인	B01
572c5a61799458a8043cd56aba931c04ba2478701c628b6310b041cf6c59a1f9	96bdcb2b67727f386a9d0d699b6a437e0a25d898abb341efd80e5e09014994d7	교량 및 도로	강교설치작업	강교 슬라브 시공	교량 및 도로 > 강교설치작업 > 강교 슬라브 시공	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	강교 슬라브 시공	교량 및 도로 > 강교설치작업 > 강교 슬라브 시공	B01
57eb303f701218ce44710c5faa7e42f61bd5c0c291e1a86e71dcfe27d9ede0a8	816586652bf0e6f867af223af78be91f930db02cab14af74e0459b5ce3ae6d13	교량 및 도로	기초파일작업	기초파일 천공	교량 및 도로 > 기초파일작업 > 기초파일 천공	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	기초파일 천공	교량 및 도로 > 기초파일작업 > 기초파일 천공	B01
61df4a6cd626f7da23d25d8faafe59044358bdecf929bd2d0c7fd5c60a9586d9	085ce79620c193a053febdd3b79a09903359c3efa25ef3a1172e24ced15686d0	교량 및 도로	가설전기작업	수배전설비	교량 및 도로 > 가설전기작업 > 수배전설비	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	수배전설비	교량 및 도로 > 가설전기작업 > 수배전설비	B01
