review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch
b77a59a395b32320328db7bfe2f4adc7038d05bc2070f2855d3f614b43aaf14f	942bba35cad4fd6cc5ee1a45f5a004fa27f957ad8f77af6cb2cda021cb99416b	터널	철근작업	철근반입	터널 > 철근작업 > 철근반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
bb65e3719d0dd018a6390376f060cf9f42b61fbf394407b14a94f9fa6369e7c8	cdcf04be80844ef039d4eb064aef2ffb4ac97894adec05f8b26d2794c4b63aa4	터널	특수터널작업	특수터널 (TBM공법)	터널 > 특수터널작업 > 특수터널 (TBM공법)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
bc063d0af6abd966eb77a18123ab0b296d70300491236412c24ceb822183a857	91235bd1265b4837c124c575e91ad67665b26fb97c90f046835f6291fbbc15a3	터널	터널보강작업	터널 숏크리트	터널 > 터널보강작업 > 터널 숏크리트	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
ceff2e72593ece5888b377cc404f0a75341917e13ea29c421bc1d1236c46aa78	8a6636a7a17ed096b68a48b6870742be0fe8e989dcc62cbb6b04628d88b45ca1	터널	철근작업	철근가공 및 운반	터널 > 철근작업 > 철근가공 및 운반	MAP_EXISTING_CANONICAL	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	SOURCE_AND_CANONICAL_SHARE_REBAR_PROCESSING_BUT_DIFFER_ON_TRANSPORT_VERSUS_ASSEMBLY_COMPONENT	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
e9400c436ab90156e3288fd42af8d3cbfcd9a8d884c7197edfa7d2daf30a8df1	48e5dc1bd7f488e6bc76f66dff8580ab9df3e02fe9cb1326937eb5d5396f618d	터널	터널굴착작업	터널 버럭처리	터널 > 터널굴착작업 > 터널 버럭처리	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
f24cd96f8ab480d9e70d1df744fce5f42c1691317fade6e3fecf9da63bc5f72e	6e281c29bd64541e766a756c2ff1464c6c8c4689212aa0e1c2e4382df9adec73	터널	터널보강작업	터널 락볼트	터널 > 터널보강작업 > 터널 락볼트	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
f449a909c96b3130df58e4dddc3d5ce3dfce6c82354ce73a8898440fdd55825b	feaf8df78868a39eee1145f6f20ba84573fb4a8a635091f87e6f8e3d95840dfc	터널	터널굴착작업	터널 발파	터널 > 터널굴착작업 > 터널 발파	MAP_EXISTING_CANONICAL	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	TUNNEL_BLASTING_IS_A_SPECIFIC_BLASTING_PHASE_WITHIN_CANONICAL_TUNNEL_BLAST_EXCAVATION	HIGH	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
f8e1ae148fdaf9a81a0fba1d6d388e3bf343dccafc7761005bb74d787a63f140	7fac5f711606accf6f133338908778cc7561d468fe0587517058885a32ec499a	터널	콘크리트작업	콘크리트 반입	터널 > 콘크리트작업 > 콘크리트 반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
fcf2c40e71eac68f1b657313385b23a6eba4ea184165bd3b8fd640b050548158	f95fe6e975c05fe714f0007230a038d84e82053d2e5ad78f845aa8615e52a1f7	터널	작업환경	작업환경 (조명)	터널 > 작업환경 > 작업환경 (조명)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
fd78399b1be303af3221c5dceaf8fd6e7c517de0ecd2794cac7c83d6fce8aecd	cc0c80ef462286f3855d8e814ac817083d06d4f44c3e74d272bd8153d23faf79	터널	콘크리트작업	콘크리트타설	터널 > 콘크리트작업 > 콘크리트타설	AMBIGUOUS			AMBIGUOUS	GENERIC_CONCRETE_PLACEMENT_DOES_NOT_DISTINGUISH_AMONG_MULTIPLE_CONCRETE_PLACEMENT_CANONICAL_TASKS	HIGH	b1c9ed4280fc971257561a2696df5748c9411c50a0c9330805375d7114af0060	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B07
