review_no	seed_proposal_key	source_key	name	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	approval_state
1326	22f059587c0742dff7b85f418d873f70812cbdd215f2fe19d7ee67fe94ad5815	4364	복합지붕판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1327	c01b7e6104343e1378ea0e731bfefc4adcf85ad6eb9d4af149e083f99bf8e6ce	4365	조립식지붕판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1328	a573b13875782b2ceb48388650ae01d7d8acd70a06b5a3b236040620cd1eda1c	4371	처마홈통(Flashing)	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1329	ed1c8d5c7dbbd99fe4a4e63405b30fb870ef7223d71f5ddc5c3cc474892bfcf5	4372	지붕거터(Gutter)	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1330	3275456df877d4fc5070115753a33edc5f993dad0820e5f87d5eb0ac8c00fdba	4373	선홈통	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1331	689a80519913a4785b1d56eccd021b28466a458efc142b70e0726bcf633eb9ff	4374	선홈통물받이	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1332	bbfd2632a33b1a3c894bddbd237d8c0d3ab8a509e1de2e2a0568849cebefc035	4375	지붕트림	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1333	461e2d921f5d488751a435993e88158e87af00cf23ec95fd0c0a8f0841869937	4376	루프드레인	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1334	68c549183a5652fab9f4923f54cdea5f465ca28f727a795b469bf6a50d2f8d3d	4412	탄성시트방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1335	0d63ec46e472117fb1328e9fd50f78f7171e23afb4bb055c18d15d64a3f27025	4413	도막방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1336	11ebf6424002b666b7536906e2b54b62b063c239c02fa88a9b3991edc7eab820	4421	유기질침투성방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1337	2414d0a849bfaa9ddb3eaa95adfa7234363159829cca88d3e34300e555a4309f	4422	무기질침투성방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1338	0fab9ab7a0cb4ec4aa8f10f58fa0c99952b7a53dc35753670c2d78ab179e3b63	4431	모르터방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1339	ede92823b5a33c26dbaf4465ad55fbd86972a1356a1f97d0801fa1eff3391d2e	4435	시멘트액체방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1340	5eb9255406bad0599e0c7df136c6711c3efb352859c3035b33cc680c794ddcab	4439	기타액체및모르터방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1341	924ea4f3d634f908f40bc6ed2b09d06ab12e58a66dffc46836e1e99af4faac41	4441	동판방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1342	01b4471539a81015cd70088b8d7f2c137943c33fc0907d3c9f72e710a08c7f2a	4442	스테인레스강판방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1343	4326687084d4e80ce73c34dd9a1327e89804d0d17ead2d763008a49a7f373d95	4451	벤토나이트판넬방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1344	15ea354098b2c114465ed4edfb2e01794446ac7c50edfaa1a755ad1ef7f325f4	4452	벤토나이트복합시트방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1345	fabf07ad77ed59ec79450ed9f1e9bbdde8afb8d6ac8733a83317c8e1aa2b61aa	4461	아스팔트계방습	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1346	0b49e6abc252659a4532854c70f02c39c5995f7e77f50469a6233d2a2d96ab14	4462	발수성도장방습	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1347	82d48c13e37d2edb4745bca9cb88fdcb5842ecbb0cde60b12df1c7069a7f8acd	4463	시멘트성방습	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1348	6a23ada9ec1e73ffbefd17a07e6de4b0f622baa0da3423d84e1e97940d452f56	4464	탄성시트방습	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1349	e4f1b26dc00e302a1abfb0a41f919bd3677b1a0f87fadeadf179a324c26556f1	4465	배수판설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1350	242e3401b358d00901e31bc24de095ab7dc07fe1fce518fc56355ebffda25b72	4471	아크릴계발수제	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1351	3f24a66252f5e49ab2b6caafc672715a52ee2b613133a1136343b0cafd862e80	4472	실콘계발수제 - - 대․중․소 분류대․중․소 분류	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1352	1a9f9c7eeb8ca44472079ca790df402c80de19bf795d79520a260f761a60df96	4473	스테아르산염발수제	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1353	2803a348c40b4fa6e9f6363d491609a791840e59ff1b4641c90ae09c6da8d078	4474	규산염발수제	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1354	866892608efc5339b1fc3207320bec35689489a71fadef2367ff33e2ee6ea7e5	4481	시멘트보호층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1355	6ebbc40bdd6b8a20dad7280355fcd61c2a0f0924f7c2faec97936aef75dc085e	4482	섬유보호층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1356	821f56670a7f1743781edd3af83081c973bef0faef44b16bcecf6333337b0980	4483	판형보호층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1357	3beeb393d7ef86552e75ae9e0fc03bf20f5fb76a149ea9d45ab16d4213116cb4	4484	골재보호층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1358	c77c89672acb41f79e2c8c3d982f451be2ba296129b04e4bde37d9e20f4b6bfb	4512	시트지붕 바닥단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1359	d7d369c2fad9d0e104fbe819203eb4d0531f43ab39513c01a130081d8e7b5d6f	4513	현장포말지붕 바닥단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1360	318f85973764bf99abbd23abb234a6715dfa193cb78f5130eb42adefc1e1f3ea	4514	다공성재료지붕 바닥단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1361	12d695c13e0b864c5e323e183de06646ad48385f46060a5ba57a0cc9429115c9	4515	뿜칠형지붕 바닥단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1362	0b8f4862a4bcffb365c7e25086a3497a10f9b01101436744c23c6eee31f06dce	4516	도막형바닥단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1363	3cf4775ac327734753433dc0c2c45d1435d9df79cd609fb1ee86a7490b233f2f	4521	보드형슬래브하부단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1364	0acc504a9b3119c4b469ae20f1adf9a4ddf275c17c4e3e9cd1d2191466e9bca9	4522	시트슬래브하부단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1365	b4fb88f9fdfb657f1ec55b6596900e826ddd68b590c669d27b59c1c8a3eec70c	4525	뿜칠형슬래브하부단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1366	b0c330405259275a24c37ec48d13726b0a7ab52bf0b2f512f1f1d9d17f2a2675	4526	도막형슬래브하부단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1367	a5660d3ff74e76e3b6ade1c52459f5931c29a5034148cada7674d8add159195b	4531	보드형천정단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1368	f0e0dd1ecc05331ab01d7d8d5eb8f093fa2a14c3633d1940141ae43cec75bec3	4533	현장포말천정단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1369	2c6a69ff232fc3e4b5e365adbebd9e48b9c14f5bf8e56e92219de6776244fdfb	4541	보드형벽체단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1370	344bc2f53f2c203b69f704639e824264dd9e7aab626d8b94bd7ebc44d1bda6c1	4542	시트벽체단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1371	b2ec9fa48f05df49cf75578a5782181d726225d971bda5af57096a30659bb3b6	4543	현장포말벽체단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1372	160e1ba4c8e2cf3e6597efcd979ba9d36d0731b92a763349432f3bd1a443b081	4545	뿜칠형벽체단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1373	c5961623d5ed801a9ed1180a644bd54c7598b81e84d85236a4c72fb877458adf	4546	도막형벽체단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1374	22533d410c36db4fd2f634590d07524030ac4d80ab5f2bea895251b7bb3dea38	4551	보드형외벽단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1375	b5aee889bc5da31d5507600f7ca5ccb29b201c3462d77ed036afd6aafccae008	4552	시트외벽단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1376	5b5c364b0c5f0e7a4db6599d251b01a24c93eaa72df9a4e24586f50cd16bca65	4553	현장포말외벽단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1377	e1e0824fed4e0255081cc4e98d9006ec5f22f79a51c138ede8ecc206d48c414e	4555	뿜칠형외벽단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1378	be2387c059ad64d93de085c5e5295a2695a2290686bb7f6ca9e42fc80b4bb6a6	4556	도막형외벽단열	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1379	48e18c6fa171c7f54db2ebd8949e2eaf73d3c33c7c9e1ad9f2b0e2b61f9564db	4561	진동방지공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1380	3954f36c4f19289f1b878aaef2c480c9e349373df3202d6829aa38d9da47b3d1	4565	방음공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1381	7ca904a033c0df00da493c114038d537f77b7e0df137d4efa26ecdd384044f76	4612	철재프레임	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1382	82bc2db9036a33e9ebe7e000d6ee7f466ce1bd7bbb108834a3e8b761388cdb1c	4613	알루미늄프레임	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1383	d934ce13446cfb4e731c2cb1c20b6564c94080d7fff6b97747a81b79138ff35a	4614	스테인레스스틸프레임	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1384	88d28c3f93f3dda1048e08426e24f73d36edced2630942769c43f33077a6c451	4615	청동프레임	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1385	0d8579a9bea3cb08be2d665ea0dd753dd48756a756b18ca7124138b9ee75220a	4618	고정철물및부속재설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1386	bedea52ff7c8c3f2d2ca93e6e844c6455c5bf4a0b5e1a5ec94d098341b08dc69	4621	콘크리트PC판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1387	1f12abc11a12d2de09ac2fe3e8d51873f028117c532ce2a0a6e3b5101639c058	4622	아스베스토스판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1388	58beb1d90833818c97875cc4bb6d2c102db32a1465380a4d81a5e4271939c56c	4623	섬유보강콘크리트판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1389	9142821810cdb7c56940aac75338d285fa1bf19a88ed5fa180373b7c79c0c2cd	4624	골재마감콘크리트판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1390	f3722f8174bd05b0ea2954f5b6737e2b1b0be684f833d954459c7dde9677702f	4631	에폭시코팅철재판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1391	dcf2307c8af783fecec2b7210e1fe173baab3b0d6cbb8cbdf03bca3b312eff12	4632	법랑코팅철재판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1392	f731c906b1f3431178f06144a2a55b43c5df201729e9cae5967cf047b506e7ec	4641	알루미늄판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1393	45631fff24fa6c01b432694b769171fbcb0df32e4305897a27325a23e1eaa677	4642	스테인레스스틸판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1394	99124c341a7251a9bd80959e71f6d07fcb013f0cc08d3385d5efa642dfdab270	4643	동판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1395	8533057a1eb388a692b141c2b565ecc01dc65b4a7057f55ca205244f98228c8d	4651	화강석판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1396	8d86e2010e38d2c10dce79672951d5608ac6d085cb7b2671a18276595e223a8c	4652	대리석판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1397	e14a359c3b27bb23133339b3c97a7b3f688c3cb2fa5a40c6cd96f1cbf007a64a	4653	사암판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1398	cbf9d7a5c5075dabd862c2b4772c1657b849324a7c66985dc48781d73beea713	4661	구조유리커튼월	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1399	852a3b9bbefc73ab2eb4815e8ef5571628735f9ddf34b76322c82e1a0e1139e3	4662	강화유리판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1400	5273c9b377ba1144a954121a8e4d6114c35ef2d3009a6cf4912ffa4445d70b43	4672	화이버글라스샌드위치판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1401	443c4b02a831e9ab4590a8148967b9f4fbd305337c4846ce6b069c7553a7ba22	4673	폴리카보나이트판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1402	2fc9abeb53887a74fdefc1484ccd95167ff0df6c0ff194fbd7a31dcc8da06589	4681	대형자기타일판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1403	a9e24b4cb24a976daaa98d9389a651fa3d0921ca01ac90dca51a8002aa63e602	4682	대형도기타일판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1404	5f34b2ee427339780a305cbb1206124d879352d5e7639a77b0367a9018ec3f6a	4742	직선금속계단	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1405	b08a412fc82862cdde97aa89459a1c70d0fb8d141c094632cac961c9af1309ac	4743	나선 원형금속계단	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1406	f9bca891d3a504fb5576addd7fdabf85fd73bee48f77709d4d4a7e181c10e6e9	4746	금속난간	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1407	5034cec92adc3fa28b26d3fd19c877603883afe7564cf066a348d559effa5f8d	4747	금속계단발판(트레드)	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1408	ee7a99e99206d51316b064205fc7063c1ed5b9ac3ab9e3c118e764fe8a31716c	4748	금속계단넌스립	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1409	95e690c7828ad12272b4749b5b8663183bdcfea28767a0129a6a2790bad38fe3	4751	바닥금속마감	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1410	ef09dd6810e0244a5f16b5edf29dc2ff2fa6b01fdbf3b62ac1730cbc6b0a7f37	4752	벽체금속마감	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1411	43f9bc11ae06191a85a3b41cc96a58f1f4fcbb065b80eb82220e878ed447444c	4753	금속기둥커버	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1412	ebdba3174cc7a4da4377f58840018011f1db6c979c4aa7c7ce44cb7311186534	4754	펜코일(Fancoil)덮개	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1413	fbbdbb57c96fda7c4038c1687c9764c11c8a888e552f3c24691bd548c6808ff9	4755	천정금속마감	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1414	635b974cabd7279906c0a31804cbb4725f2f5442bc95f5cbc2587ffd47680bd1	4771	금속사다리	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1415	024f28d454c06c791ae007f533a34472e20cf6886108563c59bc8ec86597b790	4772	금속통로	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1416	3e2f4b4faa62601f4125ac67f4e84d17cf83178167f7aa7f656e5bdfff321e33	4773	금속지지물	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1417	718a7d48c3a9ef2ceee3897f8219cce4ccb9c736783b591b40933e213550a4f9	4774	개구부금속덮개	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1418	3d663730ebb74202bc01a090a036af4bd943c76b313eecb483daac7f6b23b770	4777	기타금속부속물설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1419	f0c4f04bc2d52c593b538b53ebe5aee294ab21512348c2ca54b022172566a010	4778	금속조인트(줄눈)덮개및트림제작 설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1420	c3e3b78773800e36f5378b36fdff69a486b91446d2bf4446b02babadb107f1c1	4781	간단구조	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
1421	358e5acfe9150df4f90cb1b3cbea5009dbdacb55655664ac8bb086f4ce76c8e2	4782	보통구조	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
1422	c0b4b2e3c056d5ba4d68a84ad48639e3c4335c3ecefa1e9f5963ca210462c5a7	4783	복잡구조	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
1423	d38c298e09a77a6c422824e60400557c7e4ff34c13940e55341c4a68ae08caf6	4813	문	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1424	d989728defa5e8de57c6f73071f54232ffc8c0d2c342a82342d8d7155d3ba93f	4815	특수문	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
