approval_id	review_key	source_key	project_kind	work_type	source_name	source_path	target_canonical_id	target_canonical_name	mapping_type	gpt_confidence_class	owner_decision	owner_reason	source_aggregate_sha
RISK-KOSHA-MAP-APPROVE-001	1deb9ed06e5615ce18989ebacf0bd69ff477721bf0a747d4f5585c22909ee22f	f0c418636e58bcdc1e89f25952cc9948f6af85680a965f9a9fd19bb64ae27710	댐	발파작업	발파 장약	댐 > 발파작업 > 발파 장약	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	1e327a4a4abc0ed445a56ccefbb7188fd910dd4fb2c2dee34b50833abaf6917c	044cd69cac9e0eee8d561010be2296bdbf0163125f3e67ff40eaf8098bb83964	빌딩	철골작업	철골 Deck Plate 설치	빌딩 > 철골작업 > 철골 Deck Plate 설치	813be6a8-13c4-4c96-9c90-36bd04348fb5	바닥판깔기	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	270c22e632ead3c4d281e226c1266aa62770446a9be3085189a5f8c87a04b44e	a3cfbabe3d622390ae9a8783452c489bda011d993c92ae1cc7468afa31e4e6da	아파트	철골작업	철골 인양	아파트 > 철골작업 > 철골 인양	af9b0594-96e9-4564-bea6-f80a261c55fc	건축철골조립및설치	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	2735eaa49ed2cc102f9e7b8c68804e3f50c88a4530078c1a2b9e80d5257ea48d	d80809385a3c8ea3b437186526e029340917b7688fc778a3ce32892052990b0a	터널	가설도로작업	가설도로 벌목 및 표토제거	터널 > 가설도로작업 > 가설도로 벌목 및 표토제거	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	2737ea01efcec70667b65716ed9cf4c6376f7e6871dbaeeea7f2e0656d1674db	77eb41f4802e0411ff422d2b6dda1934775a8880cdddd01eb6d938d0f46fdcba	터널	발파작업	발파 암처리	터널 > 발파작업 > 발파 암처리	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	28022afd90299743c68a46ecd5aff192e9771e9bf515709fb659d6fc8ae635ae	c79380a2d93663891d26bf3b427845f18ab58012637df588431c778cc930399e	교량 및 도로	케이슨작업	케이슨 제작	교량 및 도로 > 케이슨작업 > 케이슨 제작	97cf2571-0f3a-4bb2-8a85-837bbd502bb0	케이슨제작및설치	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	2e497e1ea557d5b3039d90fd94b83ac684c8daff640a5dc14312194c0107d102	70ffac8dcffb8e1b8ab004f6596dda93e798963b82f1742bd37c04a6cf046fc3	빌딩	발파작업	발파 화약고 관리	빌딩 > 발파작업 > 발파 화약고 관리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	33c6fe9deb0a46b4fc01e059e8cda6615ef73521772fb043c8665f921f724e31	a2dbb2d7ab94cf648aef33afdb32b004bea08d6b7455d44c72f7e5dd6b3ce919	교량 및 도로	가설도로작업	가설도로 벌목 및 표토제거	교량 및 도로 > 가설도로작업 > 가설도로 벌목 및 표토제거	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	3484c418352a903a9d2e95725306b081e25d1a60b78df74411caa41ad7794544	96b9aaece79474e2ac748a47c1dad8c195020feaf1f7fd575a9c23b2290f3192	지하철	라이닝거푸집작업	라이닝거푸집 설치	지하철 > 라이닝거푸집작업 > 라이닝거푸집 설치	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	35574ac2d623a1bf8f9a85754833705d226df817b14144481c20aa774d8bdc02	671dcd6c9997ede5e685b234e1d1cbf9364e32c806850b641a72b4bacf1d6702	댐	콘크리트작업	콘크리트양생	댐 > 콘크리트작업 > 콘크리트양생	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	373a7f4c559a9cacab452007ebc7fd3165d1bb92051e227ad76ab23a3d210645	0723febc423eebfd3a26864631c8b3e27fc13221ed6a7cecb3bf646eb3c4488c	지하철	발파작업	발파 천공	지하철 > 발파작업 > 발파 천공	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	3894195db2f8db54621298d038f680606f466dfc95afc25dca93c8fa62394f01	eb28eeaeae8047f48c7688a6504ad630c22eaba7d0dee25c0bcd24b2bfc644a9	터널	터널방수작업	터널 방수쉬트설치	터널 > 터널방수작업 > 터널 방수쉬트설치	30fe37a0-0bd8-4c44-bd9b-76b3625115f5	터널방수	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	3df4aa9dd3c14d45ec1d0b09b65688ec80af6ff7558e0746462aee2ddcaa2808	c826a967fda0d866048a7925a1ab1119e64cb164510814d6b25ef3887ac81071	댐	발파작업	발파 화약고 관리	댐 > 발파작업 > 발파 화약고 관리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	3eb2c42b2e7fe34f7a80203187d68916e5f0318d8af8903601d6df51dee664b5	f49a179de6093d47a278c11d9365575a90b90336630b7307e62e0d408bcf118e	아파트	조경작업	조경부지정리	아파트 > 조경작업 > 조경부지정리	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	3ee99a4f1bacf243fac3c50a69e1dc3dde94a33b1ce45cf0e702899f26df416c	117406f2e819009f2ddab47b1f76558bb8357a553b4fed9892d713cd51954a59	교량 및 도로	강교설치작업	강교 부재 조립	교량 및 도로 > 강교설치작업 > 강교 부재 조립	995ba818-1aac-4a5b-82cf-6e83ee485bbc	강교조립및설치	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	42a4888eb80e0ba2861ba18797a6772ee053365a55c1a5afb5ff7bb532580d0f	7efc915d5a83fd9a932fef678784a410008457f2e355f3c249e90f18393b1faf	빌딩	조경작업	조경부지정리	빌딩 > 조경작업 > 조경부지정리	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	46410587dddab915aee33fa672061e55a436deb603822847ba78f48178b7861f	f9e364e5d200df306ba374afc3c060a3a65c8c963eb440e2270ca3f32591b09b	빌딩	철근작업	철근가공 및 운반	빌딩 > 철근작업 > 철근가공 및 운반	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	4b7f35075945ac8574382ea86b452481102745416a47c7160c069a2b8c2f3185	4f833102d2c7719f7aa869242085170ee950b1fec3b25fae6a1306e5e261cac7	터널	발파작업	발파 장약	터널 > 발파작업 > 발파 장약	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	4d02f51a104ce4e5d03b78619a3583f453fc4257553c3c3eadb2310415360612	a907c98be216014f900f055022994c89269fa3d338bae2992367e0d0e86e77a0	지하철	철근작업	철근조립	지하철 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	555664e7aabc2ccae967ab9ce1d550d130e7f8cfd5c55eaf498668d58d2842e4	c0edca8f389a36179400591a367c6c0328d74366b5e3d4a319790efbece6313e	지하철	콘크리트작업	콘크리트양생	지하철 > 콘크리트작업 > 콘크리트양생	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	5c0e45143e5a61b513dbd8599311863f3a8437c6cb93e2d6ce9b27afe30e18da	380b8647bac56b0078f82cbccaa746fcdf8e1838757c86936e82d1309c7d696f	터널	발파작업	발파 천공	터널 > 발파작업 > 발파 천공	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	61f1c0640b68ae4cdca7daae0a030ac6eb44b2b5be43dca5504517487fb6fd6e	f01a05c8ad5ae2ed021a69d9c238af0a241603e00e2098970632fb576cbc06ee	터널	라이닝거푸집작업	라이닝거푸집 설치	터널 > 라이닝거푸집작업 > 라이닝거푸집 설치	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	64d405677bff812bdd0dd6adc4adeab99eb772f2b4a65ee66d0cc502871a369d	18dd13b6ceb8f503f56e417710183abacead45d069088f51fb4568deeeb260bc	댐	조경작업	조경부지정리	댐 > 조경작업 > 조경부지정리	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	75dbc84108299d287026eb95a0426e6c831aeb74c4ca8e08c041297d6230ea15	b96a7092ad658bafd34d873684ae2e40629a8a07d1b2f88a6770ec3813e747ec	터널	철근작업	철근조립	터널 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	7640026dc0921bdf98f092d8c97859bee479d354977aeef0958b087d4f271b09	285e80db3db34518bb6e10df63cbca2627a0c74254de770bb1f63ced445d9165	아파트	콘크리트작업	콘크리트양생	아파트 > 콘크리트작업 > 콘크리트양생	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	7bb18461aef10d69ca53978a284418e9c89bd905d669c9cfa24eb54390a33928	82e7b20228f8611ddc7f3baf5857f0a3e80247526510a1e6955538bb35d18cb3	댐	철근작업	철근가공 및 운반	댐 > 철근작업 > 철근가공 및 운반	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	7ca5114099d94732ee7cea2c89f8b7ffa2265fa0bc5a1516d13c9c00ac561806	dcafdcc9bd780cc457898c8134b6beb99bd2a6c3d853b4aa2e5d3fb940cfd162	아파트	가설도로작업	가설도로 벌목 및 표토제거	아파트 > 가설도로작업 > 가설도로 벌목 및 표토제거	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	7fa9680d3c7ee19eeab230fc3af038c7556b8625046d2bb4852703dfa69c9942	0620aa3261e75db6a1c3d87922764cc28204c2cb6e48deca3cbd847b267566d9	댐	철근작업	철근조립	댐 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	81c7001b03d49cbb1e5fda7949b0b637bf3670edc50f61715f9c4ff7d8cf7388	38c49be164542c0b351fb4ff3c363b57d8b4175e22ae0290eb583a8f26fcb4de	아파트	그라우팅작업	그라우팅 천공 및 시공	아파트 > 그라우팅작업 > 그라우팅 천공 및 시공	0ca62c6e-768e-4f68-8198-9abed44589b1	그라우팅천공	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	8276ef455f4d207fdec7c15e4eaf42367f9e7a160df0cc5f23bc5af4633774f1	4111216b25c72b30f66021e3293e45aa37a8ef71272a8fa2e2092394f2bb44dd	빌딩	그라우팅작업	그라우팅 천공 및 시공	빌딩 > 그라우팅작업 > 그라우팅 천공 및 시공	0ca62c6e-768e-4f68-8198-9abed44589b1	그라우팅천공	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	8dbb702ea1394690cf0ed602a5fc84ad7d0858d88a4524bf1a353637dc8138ea	dac358b068a2a0d16a872cad08be58355993bdcb3f30f403b4f345fbd8ddfa46	아파트	발파작업	발파 장약	아파트 > 발파작업 > 발파 장약	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	9088a846120cb59ea4e7c2846405725694ad5b4a0213239f7d29c647563bf7ed	b0e3347bf3570ecbfdf03c7c3e3f06b1b9465fd9eb5365da5d66154af2e389c5	터널	라이닝거푸집작업	라이닝거푸집 해체	터널 > 라이닝거푸집작업 > 라이닝거푸집 해체	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	9d54c7749d12fab41798527831ff937f89024e5967b1d53eb632738c8783b6fe	bd5a7e7f65d998d0ca0c78047041c08a3644cbda327303fe800e639a7bf4656c	지하철	터널굴착작업	터널 발파	지하철 > 터널굴착작업 > 터널 발파	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	a41cc96a883fec6378a14ed2ea86681f3b252f5aa8369eebf1e2dc9fc1dbd577	1a96feace5107425b59d1eef646378a1066f6f3b0a7632ce0a9e03683049c1d2	터널	터널굴착작업	터널 천공	터널 > 터널굴착작업 > 터널 천공	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	a811861cb4e940b2bcb9520baf188eb163b189542c523c3a22c68123e68b5776	26577e536beb035265d4252724aebd6fe842aecc139876c6c98cb6d154176afb	교량 및 도로	콘크리트작업	콘크리트양생	교량 및 도로 > 콘크리트작업 > 콘크리트양생	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	a8457f2544dcd05a3a085a563cb03cbc7bb074082d35abb691df1a6df7e05088	c3acea604bd3cde456b9e3dbf2e132643569cb8b08a2a467166b42c0eca1b6ca	아파트	발파작업	발파 암처리	아파트 > 발파작업 > 발파 암처리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ac53a96e16248a1aec21547d317bbd250bc2a6e5b3b4ee4535a589a60f80dc25	8c8cdc90f4e3390a46d022958be6a39c597467b73b3e3b18ea179d5f2aab44e6	터널	발파작업	발파 화약고 관리	터널 > 발파작업 > 발파 화약고 관리	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ae7ce36d16ad417551611098efdf88f9b683ec272646cf49c2814a25356819e3	870480a0a4af34f3b42a13dab2b5d2b06570bed038d8dc6b12ce68376da950c8	아파트	철근작업	철근가공 및 운반	아파트 > 철근작업 > 철근가공 및 운반	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	b2f7a39d6bc5a8eddfd2f15103d407c0559f3f6331cd5a685a26af1c8775a71d	ff74791b018c09f59d520d71dd0c3801c288a625e5ae9625a058b3b13d0f0e0b	지하철	철근작업	철근가공 및 운반	지하철 > 철근작업 > 철근가공 및 운반	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
