review_no	seed_proposal_key	source_key	name	source_path	root_name	root_source_key	parent_name	parent_source_key	parent_semantic_kind	parent_review_decision	parent_leaf_family_policy	sibling_count	sibling_names	reviewed_sibling_count	reviewed_sibling_refs	same_name_cicw_count	same_name_cicw_paths	same_name_other_source_count	same_name_other_source_refs	lexical_cues	gpt_semantic_kind	gpt_review_decision	merge_candidate_keys	gpt_reason
902	50603b90ef5dc00271492be8e18990d5b807d22a739a5bd6402ce0a94d8411a0	1845	통신케이블제거	철거해체공사및시설물보호 > 지하지장물철거 해체 > 통신케이블제거	철거해체공사및시설물보호	18	지하지장물철거 해체	184	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	콘크리트관제거 | 주철관제거 | 강관제거 | PVC관제거 | 전선관로제거 | 기타지하지장물제거	1	1844:PVC관제거:AMBIGUOUS:HOLD	1	철거해체공사및시설물보호 > 지하지장물철거 해체 > 통신케이블제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
903	f928adf389ac2d0513ea16e99724c7b86b8baefa46ac200c5eda4dbdf7dc7a98	1846	전선관로제거	철거해체공사및시설물보호 > 지하지장물철거 해체 > 전선관로제거	철거해체공사및시설물보호	18	지하지장물철거 해체	184	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	콘크리트관제거 | 주철관제거 | 강관제거 | PVC관제거 | 통신케이블제거 | 기타지하지장물제거	1	1844:PVC관제거:AMBIGUOUS:HOLD	1	철거해체공사및시설물보호 > 지하지장물철거 해체 > 전선관로제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
904	495cc43e49bbcf295ac62002dfd9defa49ba4ee82d527f7e546b4a05aebbfc17	1849	기타지하지장물제거	철거해체공사및시설물보호 > 지하지장물철거 해체 > 기타지하지장물제거	철거해체공사및시설물보호	18	지하지장물철거 해체	184	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	콘크리트관제거 | 주철관제거 | 강관제거 | PVC관제거 | 통신케이블제거 | 전선관로제거	1	1844:PVC관제거:AMBIGUOUS:HOLD	1	철거해체공사및시설물보호 > 지하지장물철거 해체 > 기타지하지장물제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
905	125a7967ed190283fe0011dd46ac8a54c8bbbb3d11a9ff9a8a31b7d332ef4801	1851	철근콘크리트기초제거	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 철근콘크리트기초제거	철거해체공사및시설물보호	18	지하구조물제거 - - 대․중․소 분류대․중․소 분류	185	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	무근콘크리트제거 | 암거제거 | 기타지하구조물제거	0		1	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 철근콘크리트기초제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
906	e1c0556cd2f0533aaf745dbe5baaaf177579e287330462dd97ef7eda8c680f76	1852	무근콘크리트제거	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 무근콘크리트제거	철거해체공사및시설물보호	18	지하구조물제거 - - 대․중․소 분류대․중․소 분류	185	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	철근콘크리트기초제거 | 암거제거 | 기타지하구조물제거	0		1	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 무근콘크리트제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
907	024e3e201c2f793a3522d861430c06c0d51d89dd1f030a5c8b7838c0e55ad7a4	1853	암거제거	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 암거제거	철거해체공사및시설물보호	18	지하구조물제거 - - 대․중․소 분류대․중․소 분류	185	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	철근콘크리트기초제거 | 무근콘크리트제거 | 기타지하구조물제거	0		1	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 암거제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
908	2d7ee3726734127f289991097cfe2733380a4c1bbb75b3b0d222ce77aa4ee3da	1859	기타지하구조물제거	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 기타지하구조물제거	철거해체공사및시설물보호	18	지하구조물제거 - - 대․중․소 분류대․중․소 분류	185	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	철근콘크리트기초제거 | 무근콘크리트제거 | 암거제거	0		1	철거해체공사및시설물보호 > 지하구조물제거 - - 대․중․소 분류대․중․소 분류 > 기타지하구조물제거	0		NONE	PENDING	PENDING	EMPTY	EMPTY
909	45671bfb7fc32294bcfa774b47bcbc0a85c9a7f0c9f1d228df06c453922720bc	1861	배관철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 배관철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	덕트철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 배관철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 배관철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
910	86544ab343cf9ea70f3dbc8c947dfd8eac5fb2cbf9ce570a46a5709d4e10853d	1862	덕트철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 덕트철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 기계설비철거 해체 > 덕트철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
911	4e9d201ccd71db8368ab1cf60b32bcc24c87ec745775ba2700818bf08c32a59c	1863	장비철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 장비철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 덕트철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 장비철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 장비철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
912	af4f33085cb270d3d05561d8e98768f512b3a0cecc2ccec2b69faa7dd855a2c3	1864	잡철물철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 잡철물철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 덕트철거 해체 | 장비철거 해체 | 보온재철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 잡철물철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 잡철물철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
913	2f89fdef02c6bd07e275a2a458af250cc485e36ebc7ed4aa1cfa396e378e67cd	1865	보온재철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 보온재철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 덕트철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 기계설비철거 해체 > 보온재철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
914	1999ffb9515aa69d358ba9450ae4510ee2d1ee4f6177e76e4285dce0d244d34e	1866	위생도기철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 위생도기철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 덕트철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 기계설비철거 해체 > 위생도기철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
915	3e4b1972ffc759e66391b08fb0511df3610216890600df4205507a3a36ba40ba	1869	기타설비철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체 > 기타설비철거 해체	철거해체공사및시설물보호	18	기계설비철거 해체	186	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 덕트철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 위생도기철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 기타설비철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 기타설비철거 해체	0		CONTAINS_설비	PENDING	PENDING	EMPTY	EMPTY
916	f735a494d289df44d97a9189ed73941340ce5ec36cfcf5ce2cfecc6fefd56e1a	1871	배관철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 배관철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	관로철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 배관철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 배관철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
917	02c84a0771ef2e354c6ced43ab9bfdde5cafe33c662831fd424064d8aa74d972	1872	관로철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 관로철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 관로철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
918	a870dc299a2e636bd8359d389419bb6035bbf90046189a1c7904c33afa6e0b1d	1873	장비철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 장비철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 관로철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 장비철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 장비철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
919	dd95046844e6680c62f9699173fefd8616750d9b66bada182338b23d346b894b	1874	잡철물철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 잡철물철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 관로철거 해체 | 장비철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 잡철물철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 잡철물철거 해체	0		NONE	PENDING	PENDING	EMPTY	EMPTY
920	b87ed5a06fd55a904cfd0299755f1468201b46fea56f007e5ca6bb3ac3198090	1875	옥내설비철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 옥내설비철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 관로철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 옥내설비철거 해체	0		CONTAINS_설비	PENDING	PENDING	EMPTY	EMPTY
921	eb9f3e3f0049f30a1a740d7cba660486296c6699ec88dc638dcb157de0952d60	1876	옥외설비철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 옥외설비철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 관로철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 기타설비철거 해체	0		1	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 옥외설비철거 해체	0		CONTAINS_설비	PENDING	PENDING	EMPTY	EMPTY
922	802d551a9eeb63a7b55a5300dbe2757f6186c7f8c0bdfdcac908b0028a557b13	1879	기타설비철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 기타설비철거 해체	철거해체공사및시설물보호	18	전기 통신설비철거 해체	187	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	6	배관철거 해체 | 관로철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체	0		2	철거해체공사및시설물보호 > 기계설비철거 해체 > 기타설비철거 해체 | 철거해체공사및시설물보호 > 전기 통신설비철거 해체 > 기타설비철거 해체	0		CONTAINS_설비	PENDING	PENDING	EMPTY	EMPTY
923	95dcf426f84f8dd0c07f9f95000bfccb2748005fbf3debac9275065077af1717	1881	기존관보호	철거해체공사및시설물보호 > 지장물보호 > 기존관보호	철거해체공사및시설물보호	18	지장물보호	188	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	지상구조물보호 | 지하구조물보호 | 수목보호	0		1	철거해체공사및시설물보호 > 지장물보호 > 기존관보호	0		NONE	PENDING	PENDING	EMPTY	EMPTY
924	fad9529efa810004f21ae6a419885b4c291cdd667ffdb7d3f8574eb1751806b8	1882	지상구조물보호	철거해체공사및시설물보호 > 지장물보호 > 지상구조물보호	철거해체공사및시설물보호	18	지장물보호	188	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	기존관보호 | 지하구조물보호 | 수목보호	0		1	철거해체공사및시설물보호 > 지장물보호 > 지상구조물보호	0		NONE	PENDING	PENDING	EMPTY	EMPTY
925	9ad25672aceb09b151c06ec3333269d93c9ebee956206496d6c055d76cdec2c1	1883	지하구조물보호	철거해체공사및시설물보호 > 지장물보호 > 지하구조물보호	철거해체공사및시설물보호	18	지장물보호	188	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	기존관보호 | 지상구조물보호 | 수목보호	0		1	철거해체공사및시설물보호 > 지장물보호 > 지하구조물보호	0		NONE	PENDING	PENDING	EMPTY	EMPTY
926	44c2f49b5960e5526cef24672f26f1a0a8538568023144e158d3cbb99d4a6f37	1884	수목보호	철거해체공사및시설물보호 > 지장물보호 > 수목보호	철거해체공사및시설물보호	18	지장물보호	188	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	기존관보호 | 지상구조물보호 | 지하구조물보호	0		1	철거해체공사및시설물보호 > 지장물보호 > 수목보호	0		NONE	PENDING	PENDING	EMPTY	EMPTY
927	4b1438f9fc4bb8229a5aedc5a0436d46104d2a99d42cd98d7c22dc424aa9d6f0	2112	일반부지정지	토공사 > 표토제거및부지정지 > 일반부지정지	토공사	21	표토제거및부지정지	211	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	표토제거 | 절토면고르기 | 성토면고르기 | 사면면고르기 | 구조물지정	1	2111:표토제거:TASK:KEEP_AS_DISTINCT	1	토공사 > 표토제거및부지정지 > 일반부지정지	0		NONE	PENDING	PENDING	EMPTY	EMPTY
928	1282751d9c627d7664af07b16ab9b216f5667b3a1c2069daffd7565d76aadd22	2113	절토면고르기	토공사 > 표토제거및부지정지 > 절토면고르기	토공사	21	표토제거및부지정지	211	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	표토제거 | 일반부지정지 | 성토면고르기 | 사면면고르기 | 구조물지정	1	2111:표토제거:TASK:KEEP_AS_DISTINCT	1	토공사 > 표토제거및부지정지 > 절토면고르기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
929	b77427e00a02e798cf53769d1361b590104c65e65b042dd10a3ac21005018de3	2114	성토면고르기	토공사 > 표토제거및부지정지 > 성토면고르기	토공사	21	표토제거및부지정지	211	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	표토제거 | 일반부지정지 | 절토면고르기 | 사면면고르기 | 구조물지정	1	2111:표토제거:TASK:KEEP_AS_DISTINCT	1	토공사 > 표토제거및부지정지 > 성토면고르기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
930	38873c8569db272c29ac562897d3da9a829b9be43026e2d1312adce6f8e1db65	2115	사면면고르기	토공사 > 표토제거및부지정지 > 사면면고르기	토공사	21	표토제거및부지정지	211	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	표토제거 | 일반부지정지 | 절토면고르기 | 성토면고르기 | 구조물지정	1	2111:표토제거:TASK:KEEP_AS_DISTINCT	1	토공사 > 표토제거및부지정지 > 사면면고르기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
931	c578f1441466efd44e6c8001c86d26a4bdd31b370fb383eda8735f9479d7bfc7	2116	구조물지정	토공사 > 표토제거및부지정지 > 구조물지정	토공사	21	표토제거및부지정지	211	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	표토제거 | 일반부지정지 | 절토면고르기 | 성토면고르기 | 사면면고르기	1	2111:표토제거:TASK:KEEP_AS_DISTINCT	1	토공사 > 표토제거및부지정지 > 구조물지정	0		NONE	PENDING	PENDING	EMPTY	EMPTY
932	5cefc48d06df073f1445baa271e55ab2c540b2c2416099a1e59d4b97407f7705	2121	발파	토공사 > 흙깍기(절토) > 발파	토공사	21	흙깍기(절토)	212	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	4	토사흙깍기 | 리핑암흙깍기 | 발파암흙깍기 | 인위적경화물질흙깍기	0		1	토공사 > 흙깍기(절토) > 발파	6	KOSHA_CONSTRUCTION_PROCESS:교량 및 도로 > 발파작업 > 발파 | KOSHA_CONSTRUCTION_PROCESS:댐 > 발파작업 > 발파 | KOSHA_CONSTRUCTION_PROCESS:빌딩 > 발파작업 > 발파 | KOSHA_CONSTRUCTION_PROCESS:아파트 > 발파작업 > 발파 | KOSHA_CONSTRUCTION_PROCESS:지하철 > 발파작업 > 발파 | KOSHA_CONSTRUCTION_PROCESS:터널 > 발파작업 > 발파	NONE	PENDING	PENDING	EMPTY	EMPTY
933	5b9b5c0f1581edb2f8a8e30358e7990455ecf0f3d8743ff71019222e182859a4	2122	토사흙깍기	토공사 > 흙깍기(절토) > 토사흙깍기	토공사	21	흙깍기(절토)	212	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	4	발파 | 리핑암흙깍기 | 발파암흙깍기 | 인위적경화물질흙깍기	0		1	토공사 > 흙깍기(절토) > 토사흙깍기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
934	748dd1f9cced8b893a263ec0f286bdc068dc437c06843406d6d538323bea4fd5	2123	리핑암흙깍기	토공사 > 흙깍기(절토) > 리핑암흙깍기	토공사	21	흙깍기(절토)	212	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	4	발파 | 토사흙깍기 | 발파암흙깍기 | 인위적경화물질흙깍기	0		1	토공사 > 흙깍기(절토) > 리핑암흙깍기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
935	e2d6b75d3ffa438ad64eaabc6314098870957341a92a68b8ca92979fcfb7ce21	2124	발파암흙깍기	토공사 > 흙깍기(절토) > 발파암흙깍기	토공사	21	흙깍기(절토)	212	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	4	발파 | 토사흙깍기 | 리핑암흙깍기 | 인위적경화물질흙깍기	0		1	토공사 > 흙깍기(절토) > 발파암흙깍기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
936	282c8ca1a8080d8cd83723d6237964ebed515002e3ef8f6798f374208c28a901	2125	인위적경화물질흙깍기	토공사 > 흙깍기(절토) > 인위적경화물질흙깍기	토공사	21	흙깍기(절토)	212	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	4	발파 | 토사흙깍기 | 리핑암흙깍기 | 발파암흙깍기	0		1	토공사 > 흙깍기(절토) > 인위적경화물질흙깍기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
937	758d08f966677d2287f958d100b1f834bc5cf481ed803dd9b24f3e06f5a05c96	2131	토사터파기	토공사 > 터파기 > 토사터파기	토공사	21	터파기	213	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	리핑암터파기 | 발파암터파기 | 인위적경화물질터파기	0		1	토공사 > 터파기 > 토사터파기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
938	21987fad436fb60b35b8bacbb320c472cd945322e8abdbe115abc1ea5e53669b	2132	리핑암터파기	토공사 > 터파기 > 리핑암터파기	토공사	21	터파기	213	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	토사터파기 | 발파암터파기 | 인위적경화물질터파기	0		1	토공사 > 터파기 > 리핑암터파기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
