materialization_id	owner_approval_id	review_key	source_id	source_key	canonical_id	canonical_name	mapping_type	mapping_status	mapping_method	gpt_confidence_class	owner_approval_binding_sha	candidate_sot_sha	production_verified
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	4b7f35075945ac8574382ea86b452481102745416a47c7160c069a2b8c2f3185	KOSHA_CONSTRUCTION_PROCESS	4f833102d2c7719f7aa869242085170ee950b1fec3b25fae6a1306e5e261cac7	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	0226991e812ed2564ff7ebb412d5ae8745f79a9c87eee43e72324c8e46f135ac	KOSHA_CONSTRUCTION_PROCESS	5f95e1f68791e5dc47687829a2373a43772d56d0eadc87dc4adc6cd5a999a4eb	813be6a8-13c4-4c96-9c90-36bd04348fb5	바닥판깔기	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	e30921f8855b7dbb72e25d7690cc76364d3a9894083a01e44232b9998328183b	KOSHA_CONSTRUCTION_PROCESS	641919de6e83ffb96c9ca7a6cf041a5defe192a379ca46b9dbdc92db4576a9f5	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	35574ac2d623a1bf8f9a85754833705d226df817b14144481c20aa774d8bdc02	KOSHA_CONSTRUCTION_PROCESS	671dcd6c9997ede5e685b234e1d1cbf9364e32c806850b641a72b4bacf1d6702	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	0fc81a44983f02fb0813bf00f72b4c31c598c36acedba4574b7c0df4d295ccf9	KOSHA_CONSTRUCTION_PROCESS	7ba4615df684eedec1174aaffb61744175f7b00e40a48868a23026819b35a1fe	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	42a4888eb80e0ba2861ba18797a6772ee053365a55c1a5afb5ff7bb532580d0f	KOSHA_CONSTRUCTION_PROCESS	7efc915d5a83fd9a932fef678784a410008457f2e355f3c249e90f18393b1faf	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	f34ddc13a28da5a08134244516427b291eaedb860b115c3e9cdd97e0de23dae6	KOSHA_CONSTRUCTION_PROCESS	8081131e21f31e2808387bd56ce85fc373a36fc09c93953ef958eb0a3752fd37	30fe37a0-0bd8-4c44-bd9b-76b3625115f5	터널방수	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	d0c3f065550b4a82ca2636c1697fe96bf820c4d2aeba7fa6637c3bfa9c0dab87	KOSHA_CONSTRUCTION_PROCESS	8305162695fd8b6264d3bfb4ba1339e6cf9d4b1166202b1b723f5dfb5f27003b	af9b0594-96e9-4564-bea6-f80a261c55fc	건축철골조립및설치	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	e0908e0c78202ae6a8afb2a87e8cecf14aeffe76b49d5f4248c6d4ad9df1d182	KOSHA_CONSTRUCTION_PROCESS	8734033aadf41b2e9395e5a304eff82fe166c1ee2085d4954286dbb5e3c9fef0	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	166e996febc82f5819036f19d1c507552a0e0e6b73495158d54519b23b604a80	KOSHA_CONSTRUCTION_PROCESS	94274fa793458606f074ff70206df203f1e2c916bae5a247372e8421e1bd9f32	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	3484c418352a903a9d2e95725306b081e25d1a60b78df74411caa41ad7794544	KOSHA_CONSTRUCTION_PROCESS	96b9aaece79474e2ac748a47c1dad8c195020feaf1f7fd575a9c23b2290f3192	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	270c22e632ead3c4d281e226c1266aa62770446a9be3085189a5f8c87a04b44e	KOSHA_CONSTRUCTION_PROCESS	a3cfbabe3d622390ae9a8783452c489bda011d993c92ae1cc7468afa31e4e6da	af9b0594-96e9-4564-bea6-f80a261c55fc	건축철골조립및설치	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	b9d472e5e46bc3916f97415202c996d455d8ea24619e02e057716b14f6bb6117	KOSHA_CONSTRUCTION_PROCESS	a5c56f27cf6bb02bc5ea9e47fd3db255c7158a679d72f34c1b6f71b04fe77177	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	4d02f51a104ce4e5d03b78619a3583f453fc4257553c3c3eadb2310415360612	KOSHA_CONSTRUCTION_PROCESS	a907c98be216014f900f055022994c89269fa3d338bae2992367e0d0e86e77a0	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	19170cbeb53e9827a7e402e2b9053772b6d31f5b2060e330ca5d36da2e0a5d14	KOSHA_CONSTRUCTION_PROCESS	af804b488a17b2ec4da7642d45e7ab537de018710aa6965d7d522287326d78da	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	9088a846120cb59ea4e7c2846405725694ad5b4a0213239f7d29c647563bf7ed	KOSHA_CONSTRUCTION_PROCESS	b0e3347bf3570ecbfdf03c7c3e3f06b1b9465fd9eb5365da5d66154af2e389c5	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	f52644755e67cd1dbfd589af6c41b4483ae89be5fc7eda4a8d782b97240ba479	KOSHA_CONSTRUCTION_PROCESS	b95ce311e9ca694ae6390886be6f640d03463a19c93613107684f97881e6ca5a	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	75dbc84108299d287026eb95a0426e6c831aeb74c4ca8e08c041297d6230ea15	KOSHA_CONSTRUCTION_PROCESS	b96a7092ad658bafd34d873684ae2e40629a8a07d1b2f88a6770ec3813e747ec	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	bd88e13750b4a9a6a617d52684d1b992ba3ad764c4695a592c2d75e9d6595af7	KOSHA_CONSTRUCTION_PROCESS	bd53cd0415ea1ff132f95ca99b6f8fa377d6706faf79b7c21df2afb4522e39b8	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	9d54c7749d12fab41798527831ff937f89024e5967b1d53eb632738c8783b6fe	KOSHA_CONSTRUCTION_PROCESS	bd5a7e7f65d998d0ca0c78047041c08a3644cbda327303fe800e639a7bf4656c	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	555664e7aabc2ccae967ab9ce1d550d130e7f8cfd5c55eaf498668d58d2842e4	KOSHA_CONSTRUCTION_PROCESS	c0edca8f389a36179400591a367c6c0328d74366b5e3d4a319790efbece6313e	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	c50d63c9355aeba748598159a60a990bcbe19f36856df27ab08dfbbb05a5bcaa	KOSHA_CONSTRUCTION_PROCESS	c24324369b26b27ab179942337a72783dc87fc46c97e2f6e5ce296025a9329f4	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	0fc32650fd18a1111343dd4d6b5fbcd4ef3a7db9ee0eff941c5b3ce7ca6bdf3b	KOSHA_CONSTRUCTION_PROCESS	c4b70e8dc6758d004799ee4d2983759fd58654017e1b4b421d92d4d3f84f1190	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	d65262b21b49595a2fa6d00d96776fa28c78f72ba355495773d2941fd73df5ce	KOSHA_CONSTRUCTION_PROCESS	c627b12da00d39f633c0d5cb113cb8a8751051d207d3d5bf4e332d9b742c4fef	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	28022afd90299743c68a46ecd5aff192e9771e9bf515709fb659d6fc8ae635ae	KOSHA_CONSTRUCTION_PROCESS	c79380a2d93663891d26bf3b427845f18ab58012637df588431c778cc930399e	97cf2571-0f3a-4bb2-8a85-837bbd502bb0	케이슨제작및설치	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	8dbb702ea1394690cf0ed602a5fc84ad7d0858d88a4524bf1a353637dc8138ea	KOSHA_CONSTRUCTION_PROCESS	dac358b068a2a0d16a872cad08be58355993bdcb3f30f403b4f345fbd8ddfa46	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	3894195db2f8db54621298d038f680606f466dfc95afc25dca93c8fa62394f01	KOSHA_CONSTRUCTION_PROCESS	eb28eeaeae8047f48c7688a6504ad630c22eaba7d0dee25c0bcd24b2bfc644a9	30fe37a0-0bd8-4c44-bd9b-76b3625115f5	터널방수	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	db6c6f704df04a325e71915f8c5aead52894d3096eb1d3fa0696c8615bdaf8cb	KOSHA_CONSTRUCTION_PROCESS	eead61646f3d44d3b0f018b70f6c9a2dcd90d1836469daf4707f539da44a43a9	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	61f1c0640b68ae4cdca7daae0a030ac6eb44b2b5be43dca5504517487fb6fd6e	KOSHA_CONSTRUCTION_PROCESS	f01a05c8ad5ae2ed021a69d9c238af0a241603e00e2098970632fb576cbc06ee	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	1deb9ed06e5615ce18989ebacf0bd69ff477721bf0a747d4f5585c22909ee22f	KOSHA_CONSTRUCTION_PROCESS	f0c418636e58bcdc1e89f25952cc9948f6af85680a965f9a9fd19bb64ae27710	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	APPROVED	MANUAL_REVIEW	HIGH	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
RISK-KOSHA-MAP-MATERIALIZE-001	RISK-KOSHA-MAP-APPROVE-001	3eb2c42b2e7fe34f7a80203187d68916e5f0318d8af8903601d6df51dee664b5	KOSHA_CONSTRUCTION_PROCESS	f49a179de6093d47a278c11d9365575a90b90336630b7307e62e0d408bcf118e	5bb130b1-f1ab-4cdb-86d8-9b0985bf9a81	일반부지정지	NARROWER_THAN	APPROVED	MANUAL_REVIEW	MEDIUM	3c2f0a0f3558a7e0fd7a0d801ed22d18ba3d7fbed3f86a3ca54aa022f2e87a91	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a	YES
