review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch
21eff9337f3b349936a1e6009f18b096b93ee55c217bae71787e3d0f7f7f086b	821fd22a65bf0e12b644a9601e1527e8c8bc8eb16a4f01d9e45310e677e1111c	지하철	도장작업	도장 면처리	지하철 > 도장작업 > 도장 면처리	AMBIGUOUS			AMBIGUOUS	GENERIC_PAINT_SURFACE_PREPARATION_DOES_NOT_IDENTIFY_THE_SUBSTRATE_SPECIFIC_CANONICAL_TASK	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
22e999a3af229f07cbc31745bd4eb5ec64871cb28cdbc266bc9e27690e609a56	2e0de1de8710c35908d01741f3fe1452ba34da1107c931d0f5c069830c7763d1	지하철	부대토목작업	부대토목 구내포장	지하철 > 부대토목작업 > 부대토목 구내포장	AMBIGUOUS			AMBIGUOUS	GENERIC_SITE_PAVING_DOES_NOT_IDENTIFY_MATERIAL_OR_PAVING_METHOD	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
270c22e632ead3c4d281e226c1266aa62770446a9be3085189a5f8c87a04b44e	a3cfbabe3d622390ae9a8783452c489bda011d993c92ae1cc7468afa31e4e6da	아파트	철골작업	철골 인양	아파트 > 철골작업 > 철골 인양	MAP_EXISTING_CANONICAL	af9b0594-96e9-4564-bea6-f80a261c55fc	건축철골조립및설치	NARROWER_THAN	STRUCTURAL_STEEL_LIFTING_IS_A_SPECIFIC_SUBACTIVITY_OF_BUILDING_STEEL_ASSEMBLY_AND_INSTALLATION	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
27c9be7903755787e40dca662154e78f712a064fe91d24bd28c0a90f0d497856	501605f8705037e741664023abe0a4fd9f8015a82a0c8f2b6ca153ae6ae9092d	지하철	석재 및 타일작업	석재 및 타일 줄눈	지하철 > 석재 및 타일작업 > 석재 및 타일 줄눈	AMBIGUOUS			AMBIGUOUS	GENERIC_STONE_AND_TILE_JOINT_WORK_SPANS_MULTIPLE_STONE_TILE_SEALING_CANONICAL_TASKS	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
2b65ddd9453ed4e5895a5fa5c35a7fdbc6c134a76cd3f9df9a973ea1a0dec475	6f038dc372f73f03c9138c752e96dd55b7288633bccdb4d6f47fe59f11e7ea74	지하철	위험기계기구작업	목재가공용 둥급톱	지하철 > 위험기계기구작업 > 목재가공용 둥급톱	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
2f64f758c49310bc33b0c0737dc907b8361c5d9738f54e4b960466c90d6d3556	a4f4fc45188b1632caa9ab63f68ca268054024740cff842d49bfd2e544a72d8a	지하철	가설플랜트작업	가설플랜트 (숏크리트)	지하철 > 가설플랜트작업 > 가설플랜트 (숏크리트)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
33399d94566123e4589585b28b9676b2f61a0099a7bb41b3711291f44d9273c4	9cd9b085c33cfeb626a01bc28283e668b6547498b4c9d461792f6c0f6da61d4c	지하철	안전가시설작업	비계	지하철 > 안전가시설작업 > 비계	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
3484c418352a903a9d2e95725306b081e25d1a60b78df74411caa41ad7794544	96b9aaece79474e2ac748a47c1dad8c195020feaf1f7fd575a9c23b2290f3192	지하철	라이닝거푸집작업	라이닝거푸집 설치	지하철 > 라이닝거푸집작업 > 라이닝거푸집 설치	MAP_EXISTING_CANONICAL	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	LINING_FORMWORK_INSTALLATION_IS_A_SPECIFIC_SUBACTIVITY_OF_CAST_IN_PLACE_CONCRETE_LINING	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
373a7f4c559a9cacab452007ebc7fd3165d1bb92051e227ad76ab23a3d210645	0723febc423eebfd3a26864631c8b3e27fc13221ed6a7cecb3bf646eb3c4488c	지하철	발파작업	발파 천공	지하철 > 발파작업 > 발파 천공	MAP_EXISTING_CANONICAL	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	BLAST_HOLE_DRILLING_IS_A_SPECIFIC_SUBACTIVITY_OF_BLASTING	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
37c94b8186f7fd8d7e827ed8f64dbad05af5d5fdc9f2f0adf38bce91eefbad87	af33f135a6f8e565f71b3b5fcdf2cf86270cfe680465ff7496262df6ec181b9f	지하철	안전가시설작업	철골 승강용트랩	지하철 > 안전가시설작업 > 철골 승강용트랩	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
3eca9420cb4152aa9bbf87e92765415d37a7cf6d5ab6e72f801110c047104bc7	c55e0931eb9bb020bb919cd063c7b6ab394b8af66f0673ec3ca540cfd623f6cc	지하철	도장작업	실외도장	지하철 > 도장작업 > 실외도장	AMBIGUOUS			AMBIGUOUS	LOCATION_ONLY_PAINTING_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_PAINTING_CANONICAL_TASK	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
401e806b0e7a8138e2dda5dfbf53997a6fbb00383b2909ce27c4a1592706ddb8	3d28ff27ac74fd92b90d280382f08dc758fee1268e93998fe98f751758a63aac	지하철	위험기계기구작업	몰탈 믹서기	지하철 > 위험기계기구작업 > 몰탈 믹서기	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
4a45292ee13b77f81b9b12fdd152e3df5c55f2118454f0f71b88f835d497795f	62c8d902ba32fa4390c5cdb199569e573d5de160ea1e3eaa565f0923cebefe83	지하철	작업환경	작업환경 (조명)	지하철 > 작업환경 > 작업환경 (조명)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
4a6d37a9e398c2f444c3c3477dafa646903418022a616859b3b983ab3d73c5fe	5ab96958d90884a0d432504a7cbfad0d4d11ea5455b947ab84c63e6f56cb59be	지하철	작업환경	작업환경 (배수)	지하철 > 작업환경 > 작업환경 (배수)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
4cb53803d50cf7498ccb97bd685dbec451b847b1d98161ad83d38ef0b531d2a9	8b6f5880d0f2d2d0d60e4d5e272d67f8a8e92887e23693149d8558001112b7c7	지하철	거푸집작업	거푸집 자재반입	지하철 > 거푸집작업 > 거푸집 자재반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
4f43cdc1e2c2240733ce2bb8847a29932df2c4602e795041da7741ac6f7cfd8b	6924c3a5724b4b780e232493dbdb7f99e58912535db2734e6b3c3988f9288d5a	지하철	안전가시설작업	이동식 사다리	지하철 > 안전가시설작업 > 이동식 사다리	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
4fc767bc219c65f95e78c8bf9ebf58b36db5786fe6e4b85e45fb92b00fddd3c6	e34e0c97f475de5bd952df5a09e26f4de535cd3934a9c12bc6a2b97450457033	지하철	안전가시설작업	개구부	지하철 > 안전가시설작업 > 개구부	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5083903dbbc98d774407ac60770f9602f9aa868be9545d5c659a9f94e35ff412	80cb29753ea7063b08e7151a4a006ee0de2b84854500b972ef3ab2b6fce1e11d	지하철	가설전기작업	수배전설비	지하철 > 가설전기작업 > 수배전설비	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5212201f2d1909bfa33ccc1a140503cad1fd5e6573bf4417190e9263aafd96dd	a058da2420c14409d88b3fa3b82db91297646a079b14ed68ac6ca5a26064aebc	지하철	되메움작업	되메움 토사 다짐	지하철 > 되메움작업 > 되메움 토사 다짐	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
54e103826c0302af9f880e41952c2388a14edb43fef5f4c3e4abebd4a75507bd	702fb8de47f765047bc3bf183ccfd8ed50efe55f07e90732feca926f13e255c5	지하철	양중기작업	타워크레인	지하철 > 양중기작업 > 타워크레인	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5763b44b20a64ec11d48a86918186933664996e00040089fce603ad64cf20a1d	6eb276897203e8ce18704f7dae8bc57702dc3575dca0da67752236405306584c	지하철	안전가시설작업	굴착선단부	지하철 > 안전가시설작업 > 굴착선단부	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5d7b57cba2c9c084e7b82bd66e92f11e030f7b304ddf05ecc302d37873b97e46	bd581420a468473675b65f9f73fb4ed4539da921e90b5bab4a699de533a6984e	지하철	맨홀 및 관부설작업	맨홀 및 관부설	지하철 > 맨홀 및 관부설작업 > 맨홀 및 관부설	AMBIGUOUS			AMBIGUOUS	COMPOSITE_MANHOLE_AND_PIPE_LAYING_SOURCE_DOES_NOT_IDENTIFY_PIPE_MATERIAL_OR_SINGLE_CANONICAL_TASK	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5e575fb38fba7acc4943d9e34cfc6295afca859dccac25c80f7313d436ca2c31	7c04fecca32c5ead4d4b592b0cdeeaacc9c941e899d330a8352a7ebe3355caa0	지하철	안전가시설작업	가설통로 또는 가설계단	지하철 > 안전가시설작업 > 가설통로 또는 가설계단	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
5e80a46bc1f5827dbedd46972b79e2bc60a4f3e7d19ea17122c5a5ec00f26936	11b1262236faeebb5c26c364f3d176c9fcfbf859afb26eeb47b04288997030e1	지하철	석재 및 타일작업	석재 및 타일 붙임	지하철 > 석재 및 타일작업 > 석재 및 타일 붙임	AMBIGUOUS			AMBIGUOUS	GENERIC_STONE_AND_TILE_ADHESION_SPANS_MULTIPLE_MATERIAL_AND_SURFACE_SPECIFIC_CANONICAL_TASKS	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
6397488f9b3cde4f3e6c57c5d1c5155f4de7a06d78949f72b512eb7701f4eb96	c6063ede44a167b45b82d9fcacb7186a5e41deb1dd2e01d7143d5e56387b2bc1	지하철	수직구작업	수직구 토사반출	지하철 > 수직구작업 > 수직구 토사반출	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
64075dc30304d3b343312ef80e5bd4a916351350135f7f7c9db960891c64fcb1	879f54e43b8336c141aeed703c6937712661df1c3f3c1eea2a18facac6bbc289	지하철	안전가시설작업	리프트승강부 출입문	지하철 > 안전가시설작업 > 리프트승강부 출입문	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
6441f92d89f4af69d6b0d7af50bae3026668aceeccf36b803cb3b48a4458faab	2a5210b25364601afd98b2d5afec927c679c0acb6067ea70de41e3c60ed845d0	지하철	엘리베이터 설치작업	엘리베이터 가이드레일 설치	지하철 > 엘리베이터 설치작업 > 엘리베이터 가이드레일 설치	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
67f592e36f10946cdc7cc8358d5c16df3ff7a0b105af5b159dc4c9f39a2dbf53	47d4f4721447d7696851fd3ada8bdcc7dcfd63778b7854b27a128ca43868d553	지하철	가설플랜트작업	가설플랜트 (크라샤 Plant)	지하철 > 가설플랜트작업 > 가설플랜트 (크라샤 Plant)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
72a5ebbb371fef9d40665781790173b3cd843dc477d0014693f6cf89a749fb11	4e95962ae29a277187a1b36fb4e6ad2ea92518efc176f32f224c16554896a006	지하철	굴착작업	굴착 장비반입	지하철 > 굴착작업 > 굴착 장비반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	67a0a8a09af59772c61cad93af3b2dd3fcf818dfde794e972ea0c74fb0fc3ed0	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B05
