source_review_stage	source_review_no	source_key	seed_proposal_key	name	gpt_merge_resolution	gpt_merge_target_keys	resolution_group_source_keys	gpt_merge_reason	approval_state
W_MID_REVIEW003	610	626	bc0a4d662ca7b0941b18787498ac8e30f6e33685ce168afed16810ad25ee929e	냉온수기설치공사	MERGE_CONFIRMED	a039a9327b4c4c96e64474e98cd6c7823a4eb4f31c47cee51bee465c7810fec5	626 | 6263	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	622	671	77a32cec68a2d3a4f2b9680235e49d12e0e4df2ae0e6ae2c89126afb82d8ee48	주방기구설비공사	MERGE_CONFIRMED	e8d8e750f5afba1f6f3c35e0d41463c9172189a682619323f8694e0d816d8c42	671 | 6711	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	623	672	2cd5380b46c25ebe366a610accb7c2a9896377f1679e394367c8976dc5513886	세탁장비설비공사	MERGE_CONFIRMED	ea2d0584700561d86e79b8c3028c0d6f62f35082be51974a9de7d6154f257c19	672 | 6721	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	640	731	4b23e02e5c2a6714c948ccd8b5b4281a5ef5a6786b6a28850507847f8ea0cb37	쓰레기소각설비공사	MERGE_CONFIRMED	cec40465db152219d2a21895981260ad1ee82b9ccc743cbab1d59d4a8e72e132	731 | 7311	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	642	733	825fafb2cb0c673e04be97f4b5951a6ee10a97422da44fabc817689fa15d0b35	폐기물처리설비공사	MERGE_CONFIRMED	94781565ffc96c59368401b0a8f1eac4b629cd2793f473ce3d5bfed839b48e79	733 | 7331	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	643	734	5b2b1b50650cc366df922ba1bb6f8a8b3c7d34b465948b859afc640e34ddaee7	탈취설비공사	MERGE_CONFIRMED	09b4f095b19bee0dd96a6b2388be770823b3880afbb8ef4071f5fd8f885a0243	734 | 7341	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	648	741	fb37f8540052d6b2cd2bf487a6b837f7047ab6d719e0d404c411c3683b39ea70	운반기계설비공사	MERGE_CONFIRMED	3a1fee75a8c13b15c88024aad71277a8bcc254ad333ea59940817792228663a1	741 | 7411	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	657	811	eb373e4c48626a09e8c60615e188fa454646ebab3d7a2223091b86d47120f673	배관․전로공사	MERGE_CONFIRMED	fc1791cf8f9288e0e7688654ab3d0d54d1968493d1ec1895e37714ad36384a49	811 | 8111	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	658	812	e066088663d01d820767c3f0971b34fad3f3e906d1fc5237d06f74f293fb3ac2	배선․가선공사	MERGE_CONFIRMED	a92103b18447566c3e183956eb3489d8ac77a133025815449d9c425230a77411	812 | 8121	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	660	821	cdd59d0734b914f44b5e6cb52823916adb204ac8c117ecfc2656b8261f512d03	송전설비공사	MERGE_CONFIRMED	19a7a1e05e47a7fde52307c40e1823fed170c77936c99df5c476bb3c07be426f	821 | 8212	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	661	822	229db50c74c354e18b6457206c64fb830f0d02fa46e3b2ae916af1743d349b31	배전설비공사	MERGE_CONFIRMED	c13f0ded5641a6a99546143694798aa30b64ee43952ea0b9179e2c6c3adc3f2a	822 | 8222	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	664	825	6657f500b9d1bfe59b90e693c9d3fabc9d494f04b2f72d9ec0ff1560bc83fc17	기타전기설비공사	KEEP_SEPARATE	EMPTY	EMPTY	GPT_009_KEEP_SEPARATE_PARENT_SCOPE	NOT_APPROVED
W_MID_REVIEW003	665	831	a3535fa6836e0e8e66cd0b9b64611148cf9b2c72b48a554d16d2301b942d74dd	배전설비공사	MERGE_CONFIRMED	73d311c8d9d65139be81ac55e8cf8a4a6237baf090c49709d93b57caacae7c89	831 | 8311	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	668	834	be3f8539a8d95a286eddcc524bd4392df0ff4652858972562bfbe6ee74ec5a15	예비전원설비공사	MERGE_CONFIRMED	8ed4f3afe76dd597985658f4c424b8d19d3e1cff2d987be1ce622cd26a019915	834 | 8341	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	677	854	96527325df7971e7f4c1d22c14a05d134d66fe99b39dcd22c452bd101e80424b	방범전기설비공사	MERGE_CONFIRMED	b31177cd3c3908af48cffd5f922d8c35fb32ffdc9086f40ab074f78c3c3c943a	854 | 8541	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	679	862	88c0dada461143da9fec7a2d6d7847c8d729b73c49e551a8b4a4b12688bf9e4d	건축물전기설비공사	MERGE_CONFIRMED	2b671225546f7c952cbadc46e7d45ab70f7cb1cb7c38e8170dc3b8be143f07c2	862 | 8621	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	680	863	f5b741c5432767b697db7c6b3ed10a4f5da683bad0a3f3cd5934dad29d2e2cb3	기타전기설비공사	MERGE_CONFIRMED	1b752e388f8f16b7b4098c157968ae399def37a2aa552f7ea130ee7ef018ae6a | 350408a38cfc6742ef72b4dbcb2e6da5d10e34055a0ac1898aa3330872bc1225	86 | 863 | 8631	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	681	864	2be093b6b695a920b45aac3c2b1c265a3b6cc36cd5900805256cf1213d30778b	안전관련전기설비공사	MERGE_CONFIRMED	6ac224b60377b346a2628fb60e535cb46168c0de942ba339e99289d2592670fe	864 | 8641	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
W_MID_REVIEW003	683	912	63506a7a577baed3c7ee7e0e1e9945e209308bed1d4fcd9b7c50f22bb2d8db7e	기계설비시험 시운전공사	MERGE_CONFIRMED	3ffb09b756a48bfca5ad250bdb2c630c873421d02f51c37f41847a7357af8615	912 | 9121	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004A	856	1222	62c40ab49ffebadda5db8d0ee88ad789c6dd22dd16a5132d72c8d2d90a4e793d	동적계측	MERGE_CONFIRMED	2475027daba149f900315ad926df730d26003b1bd51bf7ee39a48146edeea87f	1222 | 1242	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004A	864	1242	2475027daba149f900315ad926df730d26003b1bd51bf7ee39a48146edeea87f	동적계측	MERGE_CONFIRMED	62c40ab49ffebadda5db8d0ee88ad789c6dd22dd16a5132d72c8d2d90a4e793d	1222 | 1242	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	909	1861	45671bfb7fc32294bcfa774b47bcbc0a85c9a7f0c9f1d228df06c453922720bc	배관철거 해체	MERGE_CONFIRMED	f735a494d289df44d97a9189ed73941340ce5ec36cfcf5ce2cfecc6fefd56e1a	1861 | 1871	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	911	1863	4e9d201ccd71db8368ab1cf60b32bcc24c87ec745775ba2700818bf08c32a59c	장비철거 해체	MERGE_CONFIRMED	a870dc299a2e636bd8359d389419bb6035bbf90046189a1c7904c33afa6e0b1d	1863 | 1873	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	912	1864	af4f33085cb270d3d05561d8e98768f512b3a0cecc2ccec2b69faa7dd855a2c3	잡철물철거 해체	MERGE_CONFIRMED	dd95046844e6680c62f9699173fefd8616750d9b66bada182338b23d346b894b	1864 | 1874	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	915	1869	3e4b1972ffc759e66391b08fb0511df3610216890600df4205507a3a36ba40ba	기타설비철거 해체	KEEP_SEPARATE	EMPTY	EMPTY	GPT_009_KEEP_SEPARATE_PARENT_SCOPE	NOT_APPROVED
LEAF_004B	916	1871	f735a494d289df44d97a9189ed73941340ce5ec36cfcf5ce2cfecc6fefd56e1a	배관철거 해체	MERGE_CONFIRMED	45671bfb7fc32294bcfa774b47bcbc0a85c9a7f0c9f1d228df06c453922720bc	1861 | 1871	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	918	1873	a870dc299a2e636bd8359d389419bb6035bbf90046189a1c7904c33afa6e0b1d	장비철거 해체	MERGE_CONFIRMED	4e9d201ccd71db8368ab1cf60b32bcc24c87ec745775ba2700818bf08c32a59c	1863 | 1873	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	919	1874	dd95046844e6680c62f9699173fefd8616750d9b66bada182338b23d346b894b	잡철물철거 해체	MERGE_CONFIRMED	af4f33085cb270d3d05561d8e98768f512b3a0cecc2ccec2b69faa7dd855a2c3	1864 | 1874	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004B	922	1879	802d551a9eeb63a7b55a5300dbe2757f6186c7f8c0bdfdcac908b0028a557b13	기타설비철거 해체	KEEP_SEPARATE	EMPTY	EMPTY	GPT_009_KEEP_SEPARATE_PARENT_SCOPE	NOT_APPROVED
LEAF_004B	985	2263	c1896baa7ac98169b9fe93eb307f15a571901e874ca894eb0aebc9415872f538	지반그라우팅	MERGE_CONFIRMED	f7a1596f18911a69dd36553dd57ea436c77e2784b46c546e458d1d2a6c3ea582	226 | 2263	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004E	1501	5252	88e1a0da33adf4caee41b1aa36257015274e056a5131cf094a187051371296da	계단채임판(라이저)석재붙이기	MERGE_CONFIRMED	56c69ff9e69d81b5711d9ad23ada3a61a84f35c03391264527ef70137f3b4c64	5252 | 5352	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004E	1548	5352	56c69ff9e69d81b5711d9ad23ada3a61a84f35c03391264527ef70137f3b4c64	계단채임판(라이저)석재붙이기	MERGE_CONFIRMED	88e1a0da33adf4caee41b1aa36257015274e056a5131cf094a187051371296da	5252 | 5352	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004E	1652	5925	70cdc930e9ba3d50a6353e9b2e64b87663bcf96f014e2a19889b794333b33081	지피류및초화류식재	MERGE_CONFIRMED	28f705a03a84f2f9978aa74a5eba7fafb8181b4bf06db01ef83ab25f083c4376	5925 | 5927	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004E	1654	5927	28f705a03a84f2f9978aa74a5eba7fafb8181b4bf06db01ef83ab25f083c4376	지피류및초화류식재	MERGE_CONFIRMED	70cdc930e9ba3d50a6353e9b2e64b87663bcf96f014e2a19889b794333b33081	5925 | 5927	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1718	6263	a039a9327b4c4c96e64474e98cd6c7823a4eb4f31c47cee51bee465c7810fec5	냉온수기설치공사	MERGE_CONFIRMED	bc0a4d662ca7b0941b18787498ac8e30f6e33685ce168afed16810ad25ee929e	626 | 6263	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1719	6312	a5d95affcf2ad16b1c201fadf37090e971f5b276dd400ff865225a75de74574c	위생기구류공사	MERGE_CONFIRMED	cfc316505b91f515b236b535dd0c5eb1db0852793a57837ffcc5d855577f9829	6311 | 6312	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1739	6721	ea2d0584700561d86e79b8c3028c0d6f62f35082be51974a9de7d6154f257c19	세탁장비설비공사	MERGE_CONFIRMED	2cd5380b46c25ebe366a610accb7c2a9896377f1679e394367c8976dc5513886	672 | 6721	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1764	7331	94781565ffc96c59368401b0a8f1eac4b629cd2793f473ce3d5bfed839b48e79	폐기물처리설비공사	MERGE_CONFIRMED	825fafb2cb0c673e04be97f4b5951a6ee10a97422da44fabc817689fa15d0b35	733 | 7331	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1765	7341	09b4f095b19bee0dd96a6b2388be770823b3880afbb8ef4071f5fd8f885a0243	탈취설비공사	MERGE_CONFIRMED	5b2b1b50650cc366df922ba1bb6f8a8b3c7d34b465948b859afc640e34ddaee7	734 | 7341	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1792	8121	a92103b18447566c3e183956eb3489d8ac77a133025815449d9c425230a77411	배선및가선공사	MERGE_CONFIRMED	e066088663d01d820767c3f0971b34fad3f3e906d1fc5237d06f74f293fb3ac2	812 | 8121	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1797	8212	19a7a1e05e47a7fde52307c40e1823fed170c77936c99df5c476bb3c07be426f	송전설비공사	MERGE_CONFIRMED	cdd59d0734b914f44b5e6cb52823916adb204ac8c117ecfc2656b8261f512d03	821 | 8212	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1799	8222	c13f0ded5641a6a99546143694798aa30b64ee43952ea0b9179e2c6c3adc3f2a	배전설비공사	MERGE_CONFIRMED	229db50c74c354e18b6457206c64fb830f0d02fa46e3b2ae916af1743d349b31	822 | 8222	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1817	8341	8ed4f3afe76dd597985658f4c424b8d19d3e1cff2d987be1ce622cd26a019915	예비전원설비공사	MERGE_CONFIRMED	be3f8539a8d95a286eddcc524bd4392df0ff4652858972562bfbe6ee74ec5a15	834 | 8341	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1851	8541	b31177cd3c3908af48cffd5f922d8c35fb32ffdc9086f40ab074f78c3c3c943a	방범전기설비공사	MERGE_CONFIRMED	96527325df7971e7f4c1d22c14a05d134d66fe99b39dcd22c452bd101e80424b	854 | 8541	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1860	8621	2b671225546f7c952cbadc46e7d45ab70f7cb1cb7c38e8170dc3b8be143f07c2	건축물전기설비공사 - - 대․중․소 분류대․중․소 분류	MERGE_CONFIRMED	88c0dada461143da9fec7a2d6d7847c8d729b73c49e551a8b4a4b12688bf9e4d	862 | 8621	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1862	8631	350408a38cfc6742ef72b4dbcb2e6da5d10e34055a0ac1898aa3330872bc1225	기타전기설비공사	MERGE_CONFIRMED	1b752e388f8f16b7b4098c157968ae399def37a2aa552f7ea130ee7ef018ae6a | f5b741c5432767b697db7c6b3ed10a4f5da683bad0a3f3cd5934dad29d2e2cb3	86 | 863 | 8631	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1864	8641	6ac224b60377b346a2628fb60e535cb46168c0de942ba339e99289d2592670fe	안전관련전기설비공사	MERGE_CONFIRMED	2be093b6b695a920b45aac3c2b1c265a3b6cc36cd5900805256cf1213d30778b	864 | 8641	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
LEAF_004F	1866	9121	3ffb09b756a48bfca5ad250bdb2c630c873421d02f51c37f41847a7357af8615	기계설비시험 시운전공사	MERGE_CONFIRMED	63506a7a577baed3c7ee7e0e1e9945e209308bed1d4fcd9b7c50f22bb2d8db7e	912 | 9121	GPT_009_MERGE_CONFIRMED_EQUIVALENCE	NOT_APPROVED
