review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch	source_name_normalized	source_path_normalized	batch_no
ceacafa1a8f791df8e6561c46298ee6ee24a7bd6e4a6f4e02eb284336b39d1fb	ec78ad39f92a0dc8099740d1d9ecb29561726cb4f81588b0089809b72be8b37c	교량 및 도로	발파작업	발파	교량 및 도로 > 발파작업 > 발파	AMBIGUOUS			AMBIGUOUS	SAME_LEAF_NAME_BUT_SOURCE_CONTEXT_DOES_NOT_UNIQUELY_SELECT_AMONG_MULTIPLE_BLASTING_CANONICAL_TASKS	HIGH	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	발파	교량 및 도로 > 발파작업 > 발파	B01
dcc9e288602bcf10bd090aa8834d27a003112d3ada4f369bec6d0ebb84b79ee9	562f0e8d7ba06c730135553e1c41cd33a4e97158ee89c332ec758ffbda516add	교량 및 도로	지장물조사 및 이설작업	지장물 보호	교량 및 도로 > 지장물조사 및 이설작업 > 지장물 보호	AMBIGUOUS			AMBIGUOUS	GENERIC_UTILITY_PROTECTION_SPANS_EXISTING_PIPE_ABOVE_GROUND_AND_UNDERGROUND_PROTECTION_CANONICAL_TASKS	MEDIUM	bfa75ed7cb87368f9b0744188bd07ac87a495d641945e0e731565fda6517fde8	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B01	지장물 보호	교량 및 도로 > 지장물조사 및 이설작업 > 지장물 보호	B01
19b1ec78f24f7221cd0cb6e036c975688718fd9a980582c7f97b62820bac4d8e	05f3d761f2d16da8e5629696c606cfef6416ec1ecb262322f43e4f08c829684a	댐	굴착작업	굴착	댐 > 굴착작업 > 굴착	AMBIGUOUS			AMBIGUOUS	GENERIC_EXCAVATION_SPANS_MULTIPLE_SPECIFIC_CANONICAL_EXCAVATION_TASKS	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	굴착	댐 > 굴착작업 > 굴착	B02
2693337d9ae5d1cb0bf4392bb901a179738d1961aded3de407a68544443fd890	5a3a8db8415739b0a13f7747410f5b1071946ce1c1da5d5feb740eb069c2d3bd	교량 및 도로	포장작업	포장시공	교량 및 도로 > 포장작업 > 포장시공	AMBIGUOUS			AMBIGUOUS	GENERIC_PAVING_DOES_NOT_IDENTIFY_MATERIAL_OR_PAVING_METHOD	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	포장시공	교량 및 도로 > 포장작업 > 포장시공	B02
28fa82f9f88822aa582c1d4d3854c568143a8fbb01bb9714a69097fe86c3f214	a19e3bec31a41204ecb62af0018841e4ad28103b100fc954724cfcd8ee0f3d9a	댐	조경작업	조경시공 및 설치	댐 > 조경작업 > 조경시공 및 설치	AMBIGUOUS			AMBIGUOUS	BROAD_COMPOSITE_LANDSCAPE_CONSTRUCTION_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	조경시공 및 설치	댐 > 조경작업 > 조경시공 및 설치	B02
39de673ccc2c3e1d2934fdba211a60eab40f229bf9e7a946ec220d494135f3d1	d1a6603ef36c99cb34ab1596f47c56495aa362cdfa86709a095977ac3ae5ed96	교량 및 도로	콘크리트작업	콘크리트타설	교량 및 도로 > 콘크리트작업 > 콘크리트타설	AMBIGUOUS			AMBIGUOUS	GENERIC_CONCRETE_PLACEMENT_DOES_NOT_DISTINGUISH_AMONG_MULTIPLE_CONCRETE_PLACEMENT_CANONICAL_TASKS	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	콘크리트타설	교량 및 도로 > 콘크리트작업 > 콘크리트타설	B02
4619d5916a2430f5e6d8ce53a2d31a0ca1e875ad1b8a8970d90b1975cf2e5b54	6ce9caa3f42e1164040a6b1664e071eedf5c4f229d883481e3611799df7cc8a7	댐	부대토목작업	부대토목 구내포장	댐 > 부대토목작업 > 부대토목 구내포장	AMBIGUOUS			AMBIGUOUS	GENERIC_PAVING_DOES_NOT_IDENTIFY_MATERIAL_OR_PAVING_METHOD	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	부대토목 구내포장	댐 > 부대토목작업 > 부대토목 구내포장	B02
85a8d796ce9f78759bdd24833e7da4b006dc0dacd92d65d03c7288645727d047	ac0b554f4e3de2d03db0634535bd37f8d9bb54f52e906993d7529e507160f275	댐	콘크리트작업	콘크리트타설	댐 > 콘크리트작업 > 콘크리트타설	AMBIGUOUS			AMBIGUOUS	GENERIC_CONCRETE_PLACEMENT_DOES_NOT_DISTINGUISH_AMONG_MULTIPLE_CONCRETE_PLACEMENT_CANONICAL_TASKS	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	콘크리트타설	댐 > 콘크리트작업 > 콘크리트타설	B02
e39768a1e9b2c22c2c9f9589b01b494fc03334816c6b39cca9316bda35ddd6bc	a8baeeb266fa35be2e5824cc69a5ad421dd5550b8d30d4f43004f63f94f9979c	교량 및 도로	포설 및 다짐작업	포설 및 다짐	교량 및 도로 > 포설 및 다짐작업 > 포설 및 다짐	AMBIGUOUS			AMBIGUOUS	GENERIC_PLACEMENT_AND_COMPACTION_DOES_NOT_IDENTIFY_A_SINGLE_MATERIAL_OR_CANONICAL_TASK	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	포설 및 다짐	교량 및 도로 > 포설 및 다짐작업 > 포설 및 다짐	B02
f8ae388364d4fd893bc18eed54870e9ebb47ea431d7c08fb32b4789d738b5c4a	6d8bd4289c45ece3194cc66e14fe721d9c306cfed6a10dda96a8668dab8448ad	댐	기계설비작업	기계설비 설치	댐 > 기계설비작업 > 기계설비 설치	AMBIGUOUS			AMBIGUOUS	GENERIC_MECHANICAL_EQUIPMENT_INSTALLATION_SPANS_MULTIPLE_SPECIFIC_INSTALLATION_TASKS	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02	기계설비 설치	댐 > 기계설비작업 > 기계설비 설치	B02
11ca74d9f308260eb5df68eb593d0eac8e06470d2ac26de6bf4a60d2f89c036f	1f82b7297fd13199847c5a69a8dbe91ed56b7c1e902187126ea6dc572df8d679	빌딩	전기설비작업	전기설비 설치	빌딩 > 전기설비작업 > 전기설비 설치	AMBIGUOUS			AMBIGUOUS	GENERIC_ELECTRICAL_EQUIPMENT_INSTALLATION_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	전기설비 설치	빌딩 > 전기설비작업 > 전기설비 설치	B03
2788e6fdaa63106524ef58bf15df9e0665a3a83d8a02c30038ee3ee678ced288	f111969fbf57d94093f07978fa820b0f607a4f5f9ebd7327196cba281ba415c7	빌딩	도장작업	실내도장	빌딩 > 도장작업 > 실내도장	AMBIGUOUS			AMBIGUOUS	LOCATION_ONLY_PAINTING_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_PAINTING_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	실내도장	빌딩 > 도장작업 > 실내도장	B03
32edc659dbd410d940553dd376722d665aa2708fd5604f0defe6f08b3b939224	7fd3740000a9057803956d0a99397cbd1f2b2a487caa1b7db03e343012c3f6a0	빌딩	부대토목작업	부대토목 구내포장	빌딩 > 부대토목작업 > 부대토목 구내포장	AMBIGUOUS			AMBIGUOUS	GENERIC_SITE_PAVING_DOES_NOT_IDENTIFY_MATERIAL_OR_PAVING_METHOD	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	부대토목 구내포장	빌딩 > 부대토목작업 > 부대토목 구내포장	B03
59980c404265acea7ad9e655dad49ca1c49a9408c4a66b1643f45ae65c546cb0	d36bed370f6fdf32a02b7383ebfc94c06fb1e96a4befe2efd21c6582743017f3	빌딩	수장작업	수장시공(석고보드	빌딩 > 수장작업 > 수장시공(석고보드	AMBIGUOUS			AMBIGUOUS	GYPSUM_BOARD_SOURCE_IS_INCOMPLETE_AND_DOES_NOT_DISTINGUISH_WALL_FROM_CEILING_INSTALLATION	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	수장시공(석고보드	빌딩 > 수장작업 > 수장시공(석고보드	B03
67878528bb9d87fd9280ff77845b26726ac4dec508dab4b1617e62de3918579c	457270c99c0529ab3b4ae102cf88edbc2f2e49018d66d554434a0a11268ca041	빌딩	창호 및 유리작업	창호 및 유리 설치	빌딩 > 창호 및 유리작업 > 창호 및 유리 설치	AMBIGUOUS			AMBIGUOUS	COMPOSITE_WINDOW_AND_GLASS_INSTALLATION_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	창호 및 유리 설치	빌딩 > 창호 및 유리작업 > 창호 및 유리 설치	B03
6a746fa3f9805b9d7224c38595932b0e6dfd28196466be4fff18d9eee0744028	30a8d460acac6328c2e22da98c5b8078e0db0483f687ac79ba5a4a6c986edec7	빌딩	지장물조사 및 이설작업	지장물 보호	빌딩 > 지장물조사 및 이설작업 > 지장물 보호	AMBIGUOUS			AMBIGUOUS	GENERIC_UTILITY_PROTECTION_SPANS_MULTIPLE_UTILITY_PROTECTION_INTERPRETATIONS	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	지장물 보호	빌딩 > 지장물조사 및 이설작업 > 지장물 보호	B03
84210d4458c35a6ccd73b912aac9934252cedf47e4a393d898a791fac32a4ed2	6a8a0838d39ea35fec218518045c6450f4e323306af6bdc142eff976ce3e043d	빌딩	석재 및 타일작업	석재 및 타일 붙임	빌딩 > 석재 및 타일작업 > 석재 및 타일 붙임	AMBIGUOUS			AMBIGUOUS	GENERIC_STONE_AND_TILE_ADHESION_SPANS_MULTIPLE_MATERIAL_AND_SURFACE_SPECIFIC_CANONICAL_TASKS	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	석재 및 타일 붙임	빌딩 > 석재 및 타일작업 > 석재 및 타일 붙임	B03
8430b6b773932703c359a818f2428b21d2daf3e7fc13d3dfcf3261b4a11f6a0b	ec5612b5ee2b71c4a0df3bb9182ce0bae57cef7accc142c48e08bca49f3b48f1	빌딩	조경작업	조경시공 및 설치	빌딩 > 조경작업 > 조경시공 및 설치	AMBIGUOUS			AMBIGUOUS	BROAD_COMPOSITE_LANDSCAPE_CONSTRUCTION_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	조경시공 및 설치	빌딩 > 조경작업 > 조경시공 및 설치	B03
88731c94e710d56ba396fdb1e3ad278424e667be5536bb68c1b0f2ece8959f50	99e019d368c50220d70cf8e1160fbab71490d47e806bfa989e48b1023ac6af86	빌딩	금속 및 잡철물작업	금속 및 잡철물 시공	빌딩 > 금속 및 잡철물작업 > 금속 및 잡철물 시공	AMBIGUOUS			AMBIGUOUS	BROAD_METAL_AND_MISCELLANEOUS_STEEL_WORK_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	금속 및 잡철물 시공	빌딩 > 금속 및 잡철물작업 > 금속 및 잡철물 시공	B03
92f6ddc96097a49775d70841c46a48269d964c3740c2d54d5e88eda8d4b9bf96	8167d0552e3fe6125d19227d0dee39fd50b236a1741d3a841d52c5e3dfae7df1	빌딩	콘크리트작업	콘크리트타설	빌딩 > 콘크리트작업 > 콘크리트타설	AMBIGUOUS			AMBIGUOUS	GENERIC_CONCRETE_PLACEMENT_DOES_NOT_DISTINGUISH_AMONG_MULTIPLE_CONCRETE_PLACEMENT_CANONICAL_TASKS	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	콘크리트타설	빌딩 > 콘크리트작업 > 콘크리트타설	B03
98717e9d40e3628f661f1f64d75dbca0595186c00d3a389027e48163dc27d559	d56ac19c1d1349f8807744a652aecf4a772d72fc4be86edb9e8b5c18ac5d6b4e	빌딩	도장작업	도장 면처리	빌딩 > 도장작업 > 도장 면처리	AMBIGUOUS			AMBIGUOUS	GENERIC_PAINT_SURFACE_PREPARATION_DOES_NOT_IDENTIFY_THE_SUBSTRATE_SPECIFIC_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	도장 면처리	빌딩 > 도장작업 > 도장 면처리	B03
a0525743ccc3e76de64afde80e31cc9846e4f843a390b3d6b47af99ed10aa15f	51032bb5574d52f44470ce40c38d41198788827aa94a8a163ddf3e4c62632b79	빌딩	도장작업	실외도장	빌딩 > 도장작업 > 실외도장	AMBIGUOUS			AMBIGUOUS	LOCATION_ONLY_PAINTING_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_PAINTING_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	실외도장	빌딩 > 도장작업 > 실외도장	B03
acf34d251d24661bd8930e4607bbd21f5b7e168a89cde976828f24fb1b84f129	eab270443b4c66fa9088364549c476b0b5f61648af77b8d0f62225767262d17d	빌딩	기계설비작업	기계설비 설치	빌딩 > 기계설비작업 > 기계설비 설치	AMBIGUOUS			AMBIGUOUS	GENERIC_MECHANICAL_EQUIPMENT_INSTALLATION_SPANS_MULTIPLE_SPECIFIC_INSTALLATION_TASKS	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	기계설비 설치	빌딩 > 기계설비작업 > 기계설비 설치	B03
af8ebc4ce8f6dc51b1aff5b4b930e5745fd466be2449067e016185ff49c4c515	eca4302e6b1b61c2e1638f43e71ff02c0c06258f13984248f2422409a3ad69fd	빌딩	석재 및 타일작업	석재 및 타일 줄눈	빌딩 > 석재 및 타일작업 > 석재 및 타일 줄눈	AMBIGUOUS			AMBIGUOUS	GENERIC_STONE_AND_TILE_JOINT_WORK_SPANS_MULTIPLE_STONE_TILE_SEALING_CANONICAL_TASKS	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	석재 및 타일 줄눈	빌딩 > 석재 및 타일작업 > 석재 및 타일 줄눈	B03
bd59d2cf81ff4bdb9e35b49e18bc196903e1344e2611e8ca7f04909dbcea0503	e9fcfabf57036c076a432585fe3c6b3cf2af51e8792010994a5981d53a6ee6a1	빌딩	조적	미장 및 견출작업	빌딩 > 조적 > 미장 및 견출작업	AMBIGUOUS			AMBIGUOUS	COMPOSITE_PLASTERING_AND_SURFACE_FINISHING_LABEL_SPANS_MULTIPLE_CANONICAL_TASKS	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	미장 및 견출작업	빌딩 > 조적 > 미장 및 견출작업	B03
e75aa84c43a44dbb72712a141eecd9d0a0ee39a6b8c60db669e3dd9552696b35	7eb696e29d8a77d6bf88a8fdaf074b983d3cd8001d05c45b06d0e06290ce4276	빌딩	굴착작업	굴착	빌딩 > 굴착작업 > 굴착	AMBIGUOUS			AMBIGUOUS	GENERIC_EXCAVATION_SPANS_MULTIPLE_SPECIFIC_CANONICAL_EXCAVATION_TASKS	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	굴착	빌딩 > 굴착작업 > 굴착	B03
ee45960087defe6ff1d20a420009a5bf072f6bf0fb9324adcd34ddcb185fa830	b851dff1572b81adb3965d44f8894e01d5596a14a09a96162afdfc3f53083af1	빌딩	맨홀 및 관부설작업	맨홀 및 관부설	빌딩 > 맨홀 및 관부설작업 > 맨홀 및 관부설	AMBIGUOUS			AMBIGUOUS	COMPOSITE_MANHOLE_AND_PIPE_LAYING_SOURCE_DOES_NOT_IDENTIFY_PIPE_MATERIAL_OR_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	맨홀 및 관부설	빌딩 > 맨홀 및 관부설작업 > 맨홀 및 관부설	B03
fe5ea3a2d61112a5e54208862d442f752fc21cc02ee07933efde58c59935c0be	d27445da57a40d7408d35dd44efe69c0424e316fcde7d995b01f861d9d2d2ecf	빌딩	판넬 등 외부마감작업	판넬 등 외부마감 시공	빌딩 > 판넬 등 외부마감작업 > 판넬 등 외부마감 시공	AMBIGUOUS			AMBIGUOUS	BROAD_EXTERNAL_PANEL_AND_FINISHING_LABEL_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03	판넬 등 외부마감 시공	빌딩 > 판넬 등 외부마감작업 > 판넬 등 외부마감 시공	B03
