review_no	seed_proposal_key	source_key	name	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	approval_state
1113	94ed32e6578bd4eac1963e6bdb407b627b29c108fee07513ee27e70b413f93ea	3175	하수도배관보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1114	c29139a4a886a1cf9fb67b5fb2d84686c089458dc422313a4c0854eb6b14bdb2	3212	보조기층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1115	1885352b0ce9a75e0a7f0237e86a3b8faea95709de01642a3eb5449d6e117252	3213	기층아스콘	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1116	90ffef381d44d4139bab63c4c10d326d22b9e9fe5cdf8de5e2c479028acc890f	3214	중간층	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1117	a252b950445b99985e23dc304d7a552f5759de1bb6eecf27a5b94643e28f67b6	3215	표층아스콘	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1118	4cb2ae86d2859a0d221bfd7df3c3690b051a7c678963f0f8c20ddcb41ce97183	3216	교량상판포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1119	d94b308c01f54672af85c7958c0e1d2f0bd164bc140a5ddd30740dc8e81aa706	3217	미끄럼방지포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1120	8b6d0b79c9140ba10fb4429563d39fab1b28cc857e24510f193b7da67817c28f	3218	특수포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1121	0b6fd762d4da1f1675481bb05b95df913b17e7e50935eed4900f570738391fd9	3221	포장콘크리트포설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1122	90b77c65d0065024558b62ab9ec19d83240b56e89fc1a853b3bbb17d5cc6384b	3223	포장거푸집	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1123	ff8e52e5640550c524555dac817eb1cd0fed5682e3641adb43946153ffd5a444	3228	콘크리트포장줄눈	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1124	8cbbe33ec6f1d1c0a6ab3d736bf99b242559d90f2bd7a46f86812421c5a257b9	3231	머캐덤포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1125	3f5696a9f3cf7dc2c02ee6070dc8112b9cd2972efaca23878939c60f860f8a00	3232	경하중아스콘포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1126	db4fdc61a957478824a3ca78eb2da42a21755082c47ab91da5f069cef172bbd5	3233	투수콘크리트포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1127	820c688fb95b871c0ea88272fdea677ced3f6ca7253fc552200baea46968e56a	3234	보도블록포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1128	d51b69c570ddce4fbbd932b679ac2d535adba6884815f0ffe19cbe903f885611	3235	우레탄수지포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1129	a3b77e28b64767a0c107a8bfa6f0c48decc9deeda4034d4e074657a3657829b5	3241	도로배수관로	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1130	4f174193200fe14c08bab744cd78fa99b194951f4829f753ee19900d6e3789a9	3242	도로배수구조물 - - 대․중․소 분류대․중․소 분류	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1131	8503207cfae127de3e3dc166dbc3ca023e76ecbab6b359c80267cfc90c033ed1	3258	암거날개벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1132	89b13df6e4d24e6120e9b3688c6dfdf425bf8dc413561a1450a48b77e2b08867	3261	도로경계석	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1133	c52ca9060d9f0fac7a0b8f5b29f5e4b1c7041f0e1001154564f5a7eefceb2bc9	3262	도로방호구조물	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1134	6b07b2c6c30bd63c562747fa75b6abb25f3615e8fd132a06d0ecb40038dcebe9	3263	교통안전설비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1135	eaa8d41d33c75bbe8d492713d174813bae2a84dd270801849d13bd2893807a3a	3271	교통표지판	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1136	bb3eab798e3b087ccfecad31f99917bab9763b36e8c1d49922a5e2b136742372	3272	노면표식	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1137	d6e5070d98026017303b27140bfa87792ce7676aca8292f392eb3ada4f5b04cd	3273	교통유도표식	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1138	18278b41d4d70ed426d1501d9a4e958b44d02f26448d2edc72e1e0b410d6302c	3279	기타도로표식시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1139	c9f147055ac93971ef1f3a6855f26bfb96e3c1812221b04801423df446401a15	3281	아스콘포장덧씨우기	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1140	07e804bf5c4a2c01205309a740af181e4071a571c2ab2e2628135c6ee817d8d8	3282	아스콘포장보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1141	c451f22fb908b062ca4aa6170f513b013bfc2c43becf6bd797ee36867ed0353f	3283	콘크리트포장보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1142	c3725f26b29c139e4a13051dbc599a365f4c0674c5d6a3694ed1cceecdff4d49	3284	경하중포장보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1143	4b95ba152348f7eb53f960f9b1a6049f7edd37ff9163910bea5618d3b149bc75	3322	자갈살포고르기	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1144	1bd3d25421bafa6a46070f01969a16824bdf3d58de23306000668e512e045308	3323	콘크리트도상설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1145	9b88bee4db4ad42e00ccbe59b3bde7d7250c41be23ba6368c4383a512f1df77e	3324	프리케스트도상설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1146	2a9a88b556eec1537a579ef59c121ad502c862ea38e75d60cc3954d6919b7426	3331	궤도자재준비	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1147	a8e77a2f764f0074d15488edaac866ec3a669d5b5009a8a3074abe576cdb54b9	3332	침목깔기	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1148	6efa7d4cee03e66aa6a59e930449b9c4a1e173a0bdaa7e575b37d64dd6e9cf4d	3333	궤도부설및레일체결	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1149	fb2440cf3e3ae4edf4c52f67fe8da2d85ad3adce852e1c1f4535cdedeae33370	3334	분기부궤도부설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1150	1250e2ca29829434cdab03833651318b7e2a844df16b7c149341c1d2b0af3999	3335	궤도현장용접	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1151	db7161f9ba5a23afdad0921ca09c5a1b972f4912d342b2bcf09c4289a0a4fd4f	3336	레일신축이음장치설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1152	3903085a456e9d4266349a008915b4d31633a608e7b8c39e6856746ab6772c74	3337	웨인뎃트포인트붙이기	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1153	c7cbea02f75301c870113ee15d70708ba12ee78dc2e273e50c149afbacc5a429	3338	궤도교정및시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1154	1df6f2246519d6b2867d9e0a079e285be2820d3bd64c2e4264eef5d167b07d82	3339	기타궤도부설	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1155	9dae7b491ea15df558ee344f35b56bb9d4749ea54662a2b1ad703e6e81706fc6	3341	일반궤도분기기설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1156	9c82543230e9b7631c99dca6b8f9e275389cfd3466e90fe0b36110348c9e79c1	3342	치하철분기기설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1157	efa6117fd30a55f77e32deef46340d2edfef72a93b8e0d9a4f9e35a3bfca1e36	3351	건널목깔기(구형)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1158	89c6a93bdddfabac79d696d09499fafcb8130aba0a854ca47e128dc25e11264c	3352	건널목깔기(개량형)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1159	548311d20cf72bea2f47206960cee9f7c823525ec91766c241db1e51c5a5e72c	3353	건널목설비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1160	29b905389c4d4b68c0ef4ff4cbce68421a841e0b36db18d5bae73f5f166589ab	3371	열차안전설비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1161	dd08c52c03a223b82642778dea468b8fa2d9152c501590efac5b25dc78946cf3	3372	철도표식시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1162	839c032477c382921b6cd68c516d3dc64aeeab5c803077418203db730d23995e	3373	레일도유기설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1163	e508abe893d01d2ba454dedc182ad344d17d4311a5e3d904613ed81b017fc834	3381	레일보선	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1164	32cbf1e5cd70e8ee3ef56f82774f97e742520d279e567420a5aec9f37c18db77	3382	분기부레일보선	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1165	49680a6ece654e42c82edac48e7c4cb2a19e9528cbde7830693514b51504b7e9	3383	침목및체결보선	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1166	76fcac6b33753c21c7459d888f6516c738089d198b4a98d5d10496bfa1926ed3	3385	철도자재교환	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1167	add5bd3381acccf7b34c11e84751b1fba88a257fafa86c1d7d64a0c361e8f2a8	3386	도상보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1168	3adba735ad8b859cb89402756a88ebdd8ab3bd38127d8ca7c3d744b5ae77bdfe	3387	철도부대시설보수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1169	0afda13975e6705f76242a30e4ca26eaf8a37d2a4c97ce784ef4362e447cab68	3422	일방향가동형교량받침	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1170	91c9636e014d645b5a8d47d902eb4ee11f497573e06ce6488d98d38f7682cfcb	3423	양방향가동형교량받침	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1171	29f82fece6d2aedbda20035cf8fed9d614acbd3cedc7e3a92e24a59ee64a6b35	3431	맞댐식신축이음장치	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1172	7416799897d29fa653d06bb96036347350ca538a24e88d6bd58285653263bcf8	3432	지지식신축이음장치	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1173	ba6fc773f14fadc2f6e36e22327e90b32f92d0a499d2a53c7379317d0d49017e	3441	교량난간	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1174	401a324fec153b2abe0a9f73b5ecf3bdeb0efcdd0d7675f9e5be4fcb13dfece5	3442	교량용차량방호책	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1175	a3da29beda8903da47612d7a258e5b1f03fe9b73504429648a66cbfc1ce73375	3443	중앙분리대	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1176	fadabaff6bf355da0849a609304fddd0ea6087e680cc65d4a999d3eb92b8e23f	3444	교량방호벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1177	74de1c67445702bec72fe019b628b0a7f9d959ecccec43bcf01a4df9bab02265	3445	교량방음벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1178	a810567f2f195d582436ad800d76b34b0e45848c348156428d973f65995c9b89	3451	배수배관	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1179	04cd3dc3ed8353c925b0205a061eeab4119d5c9bf9c98dd619b24bd3a7bd9b2c	3452	집수구	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1180	3489860e5a36e802537983751af2a3ce4d25bf048e871e1f87092e15cf810dc8	3453	배수구	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1181	773e45d364c7fa21588de3b6dc3b0c770158cc61059ca8425e8a4573df2969ae	3461	교대및교각보호공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1182	b02585e14e4ebefafa1509b1814c876e14e74185c083e35264610706d8db6965	3462	다웰바설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1183	16078464e824caa13278665708efd7cb63313476100c2f72f3f0bf6f921782e1	3463	교량측량및계측설비설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1184	2c3eeb99af4b3404c009f220ce57daabd5861646d696fe3edcc07c8f7de2311c	3471	교량점검및유지관리시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1185	1a6f260f2cca25941f8d8d590ae3afb262198f4c04ed5a9b74152db446f4d106	3472	교량표식시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1186	1a78cb138e3ce7e90493030936078fa697925fb286f98ca365cd8024f46ba0bc	3512	발파굴착	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1187	53ad63952421e1f217edbe35d4507cdf685b02820633e320ba868c6680425aaa	3521	현장타설콘크리트라이닝	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1188	041780c940ecd37928b0df15fadbce9874b4525ab41d8b5ae5b4a742f51e3fd9	3522	세그먼트(Segment)라이닝	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1189	fbacf86398b727aa66b03ef84785adf05e22a3b2d5d668d9377f3650883fb6c5	3531	터널락볼트	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1190	d4b69974047965c9e8fb5a0fb0f7da9e8d0234d784de54f14069973b8a350260	3532	터널복공뒷채움	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1191	4d4256bb6fa83977d9428433e5d471084a3f711b44ec34d7d13253b2927c1e03	3533	막장안정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1192	3485c1f7757188fa9024d0aadb0be1d025cb1868dfe65cb086233d8ecf174459	3534	감지천공	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1193	09811fab34dd8b564d5d5fe59eceb170b1062f96291108b486d17261a7b49785	3535	갱구숏크리트(Shotcrete)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1194	46308399ce860873cfe6c66feb55384fcc954304f03e8d19661713225cf083be	3538	터널영구계측설비설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1195	975104eeaf620b6da7bb46c561cc5a4094e51bb3512fff2edba4c611b42f919c	3541	터널방수	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1196	a326c8df78a377473d0a095d1b248534b62eb78a25df7551df07f08472fb83a1	3542	터널배수시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1197	6902deb8bb7b91b96c721fd38a647d6a0d6fad17e587d349add5e28493be1b43	3551	터널거푸집	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1198	0f8f295bd5b100de7fcba859876479728937290eb771ae608ded8aee1024432d	3552	터널내부지보 - - 대․중․소 분류대․중․소 분류	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1199	9609b9eb0ea4e60497df70a8bdde98f78942d9259959cc3b59407d56495e58bb	3553	갱문지보및가시설	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1200	8910cae423bbe9e365a93678c3ed0608c92d7708296f9fa39247a186bb2a97c9	3561	터널주행부아스콘포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1201	ca848eab64cfba24b7a33e0fed45bcf31dce492c556eb1cf99bee079477ba0fd	3562	터널주행부콘크리트포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1202	1f00acd37df22b9c8cf0c38626ac3b798dcf1543c12decd4304a0f83f6948ef8	3563	터널궤도부레일부설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1203	b2728e682add6c7f0a50b6955d08d7f1b21de45498d61db134d7473cd5d23622	3565	터널내부마감	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1204	1ac79f77a6b830120e8f3cd290e23b6663ee686ed497630941eddcd20df63c68	3566	내부통로난간	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
1205	99b9161d5b49b1c81ebd525bc7bd3bbf47260cbbc12f0a1c46b0f55f22bf826e	3612	중질토사(N=	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
1206	c5f3fa842907c6d1134bf288eeec4b28d02829f55005c0389e97789df0dcb620	3613	경질토사(N=	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
1207	239dafdebbc9cd4043da1e332a49696941c6e2d434a3e588555c100c8b442655	3614	최경질토사(N=	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
1208	357045e5dbdab33934142c2da5caed89348ae0a152b730bdc8f826155db92888	3615	자갈석인연질토사(N=	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
1209	f2c37f3e456ae9bf1838dd7b6b2ceaa9980e5002f5b66bd180fccbc9b8a23a6c	3616	자갈석인경질토(N=	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
1210	4dc01a3b20ea1bf55aa268ba12d15d2d7ba6c33be5ee31c91fe6273b3ee4bc7d	3617	연암준설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1211	b09995178803d2826608fe7c3f8ed2fd2040dcee348ae9c04d8f359c7523a3e3	3618	경암준설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1212	9af5c2c7b6b36c72fcf89ce8d5becdde15134fb36a54ac8d4d730a52cf10aa21	3619	오니(오염토 오염퇴적물)준설	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1213	e3ab3f338d7472b5d3f09c533673258672c2cd65bbc4fa47edba0641fa867bf7	3621	기초사석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1214	5899fd3e799f866e501809e60b44e83464517d4e41e3a317fe7b73be41779c37	3622	근고석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1215	1440f1d379b627f8c5eb74b4810d6ad4e2888792c19101d8d1549d7084e79744	3623	속채움사석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1216	63aa412cc6af43bd6d36b152e69fa7a5688954b09a48d97a58b05407e4991ce7	3624	필터사석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1217	d8d4b35967d74ad524841e18a668c2308876207daffea71e89d7d1ae49c2d192	3625	피복석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1218	dbcc3d50c7b31be3e41f37fdf8a8cafc1f23afe2f66e92f54dabe2ae9108642d	3626	뒷채움사석	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1219	50be0bd681495ada5f2e905d848807ab6b2f961b3acbaab5cc95721dd075019d	3627	슬래그	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
1220	9b6c9620a475eda75518d53cc30a0f8dbe135dfba02f60ac23d7f167d1a0efac	3628	고르기	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1221	92d694698e54daec87aa20fee7dd7fa25e9ca38169759914bdf2721e057f6bd6	3631	케이슨제작및설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1222	632484387562d6d7323e1f7e0bad8421ca265bf7aa795d8193d3b65d76df6394	3632	호안용콘크리트구조물제작	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1223	1f21fd00f0f2588258183bb13d3926255634e153ec19f5defbb8f3fec19a3b39	3633	호안구조물운반및거치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1224	52a313dc7634b3ea6bb341fca3dc4f4a9ab287e7ea531a43c42c4d18866e0fd0	3635	콘크리트블록속채움	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1225	bd1f0dd350d342bb9fc3b0ef2e737a839d6a513c3c1278d2c226a5f26f109e02	3641	밑고정공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
1226	99f4ed1717f3ee76c82de2a11696f7c1735f96e0b0f29c08a3210adc3d892d6d	3642	비탈막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
